"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"no_m1shock","3","3","2595.24","","","","","","214.3","0"
"score7","3","3","2595.24","","","","","","214.3","0"
