"Status","ReportsParsed","IdentityValidReports","IdentityRetries","CenterAllErasPositive","CenterRecentPositive","CenterRecentProfitFactorAtLeast1Point05","CenterContinuousNetAtLeastControlPlus25Percent","CenterContinuousProfitFactorAtLeast1Point25","CenterContinuousTradesAtLeast300","CenterDrawdownAtMost2Percent","LowerNeighborPass","UpperNeighborPass","Model4Permitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","25","25","3","False","False","False","False","True","True","True","False","False","False","False","False","False","364.6","430.93","E6AB84CA7780A47FDE04A01CB74966204220B91B2DA97B65F1095066A10D2F50","7DB6E68B540055739E9D4F6F6A74B37358DE1F9B286E22684009ADCDFDC5D7D4","D8F58A52E4EAD2C621ACD1E31C04F67121A17C5A25745B04D2A1F3C579756076"
