"TestWindow","ReportSha256","EntryTime","ExitTime","EntryYear","Symbol","Side","Volume","EntryPrice","ExitPrice","InitialStop","InitialTarget","InitialRiskMoney","RiskR","HoldMinutes","Profit","EntryComment","ExitComment"
"2019","9B5514DB99A910002F8293A442375CF6344FF00DFDE76E1A34348147E93A7BC4","2019-08-08T16:30:00","2019-08-08T21:01:57","2019","XAUUSD","buy","0.05","1494.21","1503.07","1489.97","1503.05","21.2","2.089623","271.95","44.3","DGF;Diagnostic trend fallback;","tp 1503.05"
"2020","7C84B7568D323EBEE740C68405FAADA88346214631768DEA9D450FBD82CE51F4","2020-08-13T13:30:00","2020-08-13T14:05:48","2020","XAUUSD","sell","0.03","1929.28","1936.92","1937.15","1915.92","23.61","-0.970775","35.8","-22.92","DGF;Diagnostic trend fallback;","sl 1936.87"
"2021","BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F","2021-03-09T09:00:00","2021-03-09T09:29:40","2021","XAUUSD","sell","0.1","1692.81","1695.15","1695.15","1686.1","23.4","-1","29.67","-23.4","PXEA;Liquidity sweep;","sl 1695.15"
"2021","BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F","2021-03-10T13:45:00","2021-03-10T15:30:38","2021","XAUUSD","buy","0.1","1709.72","1716.97","1707.49","1716.96","22.3","3.251121","105.63","72.5","DGF;Liquidity sweep;Diagnostic","tp 1716.96"
"2021","BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F","2021-08-10T07:45:00","2021-08-10T09:13:38","2021","XAUUSD","sell","0.18","1736.82","1735.3","1738.22","1732.27","25.2","1.085714","88.63","27.36","DGF;Diagnostic trend fallback;","sl 1735.29"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-03-08T15:15:00","2022-03-08T16:40:38","2022","XAUUSD","buy","0.02","2012.09","2030.49","2001.07","2030.46","22.04","1.669691","85.63","36.8","DGF;Diagnostic trend fallback;","tp 2030.46"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-05-05T10:45:00","2022-05-05T11:10:37","2022","XAUUSD","buy","0.1","1894.25","1891.56","1891.58","1902.91","26.7","-1.007491","25.62","-26.9","DGF;Diagnostic trend fallback;","sl 1891.58"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-05-09T16:30:00","2022-05-09T19:15:00","2022","XAUUSD","sell","0.05","1868.09","1863.01","1872.69","1854.93","23","1.104348","165","25.4","DGF;Liquidity sweep;Diagnostic",""
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-05-10T07:15:00","2022-05-10T10:30:00","2022","XAUUSD","sell","0.11","1863.67","1862.53","1866.21","1855.43","27.94","0.448819","195","12.54","DGF;Liquidity sweep;Diagnostic",""
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-08-05T14:30:00","2022-08-05T15:30:12","2022","XAUUSD","buy","0.08","1786.55","1786","1783.29","1793.21","26.08","-0.168712","60.2","-4.4","DGF;Diagnostic trend fallback;","sl 1786.01"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-08-29T14:30:00","2022-08-29T15:21:14","2022","XAUUSD","sell","0.08","1727.3","1729.76","1730.44","1719.87","25.12","-0.783439","51.23","-19.68","DGF;Diagnostic trend fallback;","sl 1729.74"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-08-30T16:30:00","2022-08-30T17:32:28","2022","XAUUSD","sell","0.05","1731.55","1723.92","1736.05","1723.93","22.5","1.695556","62.47","38.15","DGF;Diagnostic trend fallback;","tp 1723.93"
"2022","30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD","2022-08-31T08:15:00","2022-08-31T08:25:30","2022","XAUUSD","sell","0.12","1724.25","1726.3","1726.3","1719.73","24.6","-1","10.5","-24.6","DGF;Diagnostic trend fallback;","sl 1726.30"
"2023","13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD","2023-08-04T13:30:00","2023-08-04T15:30:05","2023","XAUUSD","sell","0.09","1931.96","1927.42","1934.65","1927.43","24.21","1.687732","120.08","40.86","DGF;BOS;Diagnostic trend fallb","tp 1927.43"
"2023","13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD","2023-08-31T10:00:00","2023-08-31T11:16:15","2023","XAUUSD","buy","0.26","1943.9","1944.79","1942.91","1947","25.74","0.89899","76.25","23.14","DGF;Liquidity sweep;Diagnostic","sl 1944.79"
"2024","8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860","2024-05-07T09:00:00","2024-05-07T09:11:33","2024","XAUUSD","buy","0.11","2321.47","2318.97","2318.98","2328.47","27.39","-1.004016","11.55","-27.5","DGF;Diagnostic trend fallback;","sl 2318.98"
"2024","8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860","2024-08-09T07:15:00","2024-08-09T08:38:53","2024","XAUUSD","buy","0.07","2421.72","2419.73","2418.34","2431.82","23.66","-0.588757","83.88","-13.93","DGF;Diagnostic trend fallback;","sl 2419.73"
"2024","8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860","2024-08-13T09:00:00","2024-08-13T11:38:30","2024","XAUUSD","buy","0.04","2462.99","2459.97","2457.54","2472.27","21.8","-0.554128","158.5","-12.08","DGF;Diagnostic trend fallback;","sl 2459.97"
"2024","8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860","2024-08-26T07:15:00","2024-08-26T10:23:30","2024","XAUUSD","buy","0.09","2510.56","2518.26","2508.19","2518.24","21.33","3.248945","188.5","69.3","DGF;Diagnostic trend fallback;","tp 2518.24"
"2025","1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5","2025-03-05T16:30:00","2025-03-05T18:17:34","2025","XAUUSD","buy","0.02","2905.32","2925.11","2894.3","2925.11","22.04","1.795826","107.57","39.58","DGF;Diagnostic trend fallback;","tp 2925.11"
"2025","1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5","2025-08-08T14:45:00","2025-08-08T15:48:24","2025","XAUUSD","buy","0.03","3387.32","3392.58","3380.52","3403.25","20.4","0.773529","63.4","15.78","DGF;Diagnostic trend fallback;","sl 3392.89"
"2025","1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5","2025-08-12T15:15:00","2025-08-12T15:30:05","2025","XAUUSD","sell","0.02","3344.24","3347.53","3353.14","3329.66","17.8","-0.369663","15.08","-6.58","DGF;Diagnostic trend fallback;","sl 3347.03"
