"QueueRank","Candidate","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","Model4ContractSha256","AnnualContractSha256","StopRule"
"1","rdmc_di10_cap12_center","year_2015","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\001_rdmc_di10_cap12_center_year_2015_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\001_rdmc_di10_cap12_center_year_2015_m4.ini","rdmc_di10_cap12_center_year_2015_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2015_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"2","rdmc_di10_cap12_center","year_2016","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\002_rdmc_di10_cap12_center_year_2016_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\002_rdmc_di10_cap12_center_year_2016_m4.ini","rdmc_di10_cap12_center_year_2016_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2016_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"3","rdmc_di10_cap12_center","year_2017","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\003_rdmc_di10_cap12_center_year_2017_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\003_rdmc_di10_cap12_center_year_2017_m4.ini","rdmc_di10_cap12_center_year_2017_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2017_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"4","rdmc_di10_cap12_center","year_2018","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\004_rdmc_di10_cap12_center_year_2018_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\004_rdmc_di10_cap12_center_year_2018_m4.ini","rdmc_di10_cap12_center_year_2018_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2018_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"5","rdmc_di10_cap12_center","year_2019","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\005_rdmc_di10_cap12_center_year_2019_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\005_rdmc_di10_cap12_center_year_2019_m4.ini","rdmc_di10_cap12_center_year_2019_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2019_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"6","rdmc_di10_cap12_center","year_2020","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\006_rdmc_di10_cap12_center_year_2020_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\006_rdmc_di10_cap12_center_year_2020_m4.ini","rdmc_di10_cap12_center_year_2020_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2020_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"7","rdmc_di10_cap12_center","year_2021","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\007_rdmc_di10_cap12_center_year_2021_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\007_rdmc_di10_cap12_center_year_2021_m4.ini","rdmc_di10_cap12_center_year_2021_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2021_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"8","rdmc_di10_cap12_center","year_2022","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\008_rdmc_di10_cap12_center_year_2022_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\008_rdmc_di10_cap12_center_year_2022_m4.ini","rdmc_di10_cap12_center_year_2022_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2022_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"9","rdmc_di10_cap12_center","year_2023","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\009_rdmc_di10_cap12_center_year_2023_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\009_rdmc_di10_cap12_center_year_2023_m4.ini","rdmc_di10_cap12_center_year_2023_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2023_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
"10","rdmc_di10_cap12_center","year_2024","4","10000","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\010_rdmc_di10_cap12_center_year_2024_m4.ini","outputs\reversion_d1_momentum_cap_annual_model4_package\configs\010_rdmc_di10_cap12_center_year_2024_m4.ini","rdmc_di10_cap12_center_year_2024_m4","outputs\reversion_d1_momentum_cap_annual_model4_package\reports_here\rdmc_di10_cap12_center_year_2024_m4","BC3ED745E8CEF680BF6785597044A7A24E488E1F45E498E1AC4EC7BCE3B5AEFC","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","5CB8F52B08B9883E2BF0CC980C70B8D8ED99194D75508298696C4B009B0ADB4A","77AF52DAD7DF99F2AC4BD4340A3B20AD78F4DCB89EAAE59F941F0384402F4087","No negative year; >=10 positive years; summed trades>=300; every DD<=2.50%; every max loss streak<=8."
