"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"3","lossblock_highprofit_peaktrail_off","","","","peak_trail_unblock_probe","","continuous_2019_2026","","","4","outputs\peak_trail_unblock_probe_package\configs\003_lossblock_highprofit_peaktrail_off_continuous_2019_2026_m4.ini","lossblock_highprofit_peaktrail_off_continuous_2019_2026_m4","","0FBFA1F540422DF1B88A9410752E706B917F3111BFEF317F7EE9A03D7A4C2499","Reject if continuous Model4 remains sparse, red, or drawdown is unacceptable.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\lossblock_highprofit_peaktrail_off_continuous_2019_2026_m4.htm","1000","","","1915.83","2915.83","191.58","","","1.72","15.09","14.22","45.67","127","6","950.19","24.58","495.9","950.19","2.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","lossblock_highprofit_peaktrail_8p_50gb","","","","peak_trail_unblock_probe","","continuous_2019_2026","","","4","outputs\peak_trail_unblock_probe_package\configs\004_lossblock_highprofit_peaktrail_8p_50gb_continuous_2019_2026_m4.ini","lossblock_highprofit_peaktrail_8p_50gb_continuous_2019_2026_m4","","B94014C5CEF1AAC55E4C63CB7A6C09EAAAC899756F9BBFBE6A51B23DC872B70F","Reject if continuous Model4 remains sparse, red, or drawdown is unacceptable.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\lossblock_highprofit_peaktrail_8p_50gb_continuous_2019_2026_m4.htm","1000","","","108.48","1108.48","10.85","","","1.22","3.39","5.68","43.75","32","4","275.42","19.9","191.23","275.42","0.39","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
