Status,ReportsParsed,IdentityValidReports,AllDisjointErasPositive,CenterEraNoWorseGate,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,PassingNeighbors,RequiredNeighbors,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,ControlCagrPercent,CenterNetProfit,CenterCagrPercent,BestEnabledCandidate,BestEnabledNetProfit,SourceSha256,BinarySha256,ManifestSha256
REJECTED_IN_DISCOVERY,15,15,true,false,true,true,false,false,true,0,2,false,false,false,false,false,1379.93,2.18,1416.00,2.23,mde_center_18,1416.00,6493A292B8126FD03596A0062BBC065144AEE949D63E55E7B4F10D8469989A11,FA394FDB8767BD7E4549FA5D05920EF0A548EE7A39E65A1119873E4711977C63,0FB09416715B50FE58FEEEFB5CB1B8A6E5B00F6B4EFB3EDE03968EF327E21886
