"Status","HistoricalResearchBest","RecommendedForwardCandidateChanged","CenterNetProfit","CenterProfileSha256","GatesPassed","GatesFailed","GatesPending","RealAccountTradingAllowed"
"NOT_MONEY_READY","True","False","1812.42","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","3","3","2","False"
