"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","AllDisjointErasPositive","CenterNoWorseBothEras","CenterGrowthPass","CenterCagrPass","CenterEfficiencyPass","CenterRiskPass","CenterTradeRetentionPass","CenterBehaviorChanged","LowerRungsPassed","LowerRungsRequired","NewerDataValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","CenterMaxDrawdownPercent","BestHeadlineCandidate","BestHeadlineNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","15","15","3","True","False","True","True","False","False","False","True","0","2","False","False","False","False","False","1379.93","1519.85","1.4","marr_center_020_010","1519.85","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","0BF7AEEE1D5F9496A6C7A88012D7059A8D894B2475097C158254670E1A189883","1A22157C6C27F4DF07B7FF82B4AC8100A5D785DC212169EBD9A8E3137D1CC938"
