"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mar10_may10","7","7","7909.84","3746.45","1107.93","214.3","1409.57","","0","0"
"protect_r25","7","7","5430.5","1454.17","2070.16","-48.62","-3.77","","-111.6","3"
"protect_r20_marginaware","7","7","1512.24","51.61","578.55","186.64","51.61","","-152.32","1"
"protect_r25_marginaware","7","7","1457.7","51.61","518.64","186.64","51.61","","-152.32","1"
"protect_r16_marginaware","3","3","839.48","51.61","601.23","186.64","","","51.61","0"
