"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"mfe_august_only","17","17","13813.05","6633.61","1107.93","214.3","2406.27","","0","0"
"mfe_balanced_no_march","17","17","13813.05","6633.61","1107.93","214.3","2406.27","","0","0"
"mfe_loose_no_march","17","17","13612.14","6456.57","1107.93","214.3","2390.2","","0","0"
"base","17","17","13377.92","6222.35","1107.93","214.3","2390.2","","0","0"
