"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","m5fbt_b14_struct_r075","older_2015_2017","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\001_m5fbt_b14_struct_r075_older_2015_2017_m1.ini","True","m5fbt_b14_struct_r075_older_2015_2017_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_struct_r075_older_2015_2017_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:10:28","2026-07-17T00:10:41"
"2","m5fbt_b14_struct_r075","discovery_2018_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\002_m5fbt_b14_struct_r075_discovery_2018_2020_m1.ini","True","m5fbt_b14_struct_r075_discovery_2018_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_struct_r075_discovery_2018_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:10:41","2026-07-17T00:10:53"
"3","m5fbt_b16_struct_r075","older_2015_2017","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\003_m5fbt_b16_struct_r075_older_2015_2017_m1.ini","True","m5fbt_b16_struct_r075_older_2015_2017_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b16_struct_r075_older_2015_2017_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:10:53","2026-07-17T00:11:06"
"4","m5fbt_b16_struct_r075","discovery_2018_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\004_m5fbt_b16_struct_r075_discovery_2018_2020_m1.ini","True","m5fbt_b16_struct_r075_discovery_2018_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b16_struct_r075_discovery_2018_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:11:06","2026-07-17T00:11:17"
"5","m5fbt_b18_struct_r075","older_2015_2017","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\005_m5fbt_b18_struct_r075_older_2015_2017_m1.ini","True","m5fbt_b18_struct_r075_older_2015_2017_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b18_struct_r075_older_2015_2017_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:11:17","2026-07-17T00:11:29"
"6","m5fbt_b18_struct_r075","discovery_2018_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\006_m5fbt_b18_struct_r075_discovery_2018_2020_m1.ini","True","m5fbt_b18_struct_r075_discovery_2018_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b18_struct_r075_discovery_2018_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:11:29","2026-07-17T00:11:40"
"7","m5fbt_b14_fixed_r125","older_2015_2017","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\007_m5fbt_b14_fixed_r125_older_2015_2017_m1.ini","True","m5fbt_b14_fixed_r125_older_2015_2017_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_fixed_r125_older_2015_2017_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:11:40","2026-07-17T00:11:53"
"8","m5fbt_b14_fixed_r125","discovery_2018_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\008_m5fbt_b14_fixed_r125_discovery_2018_2020_m1.ini","True","m5fbt_b14_fixed_r125_discovery_2018_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_fixed_r125_discovery_2018_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:11:53","2026-07-17T00:12:06"
"9","m5fbt_b14_fixed_r150","older_2015_2017","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\009_m5fbt_b14_fixed_r150_older_2015_2017_m1.ini","True","m5fbt_b14_fixed_r150_older_2015_2017_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_fixed_r150_older_2015_2017_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:12:06","2026-07-17T00:12:17"
"10","m5fbt_b14_fixed_r150","discovery_2018_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\010_m5fbt_b14_fixed_r150_discovery_2018_2020_m1.ini","True","m5fbt_b14_fixed_r150_discovery_2018_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m5fbt_b14_fixed_r150_discovery_2018_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:12:17","2026-07-17T00:12:30"
