"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvhwr_control","older_2015_2018","REPORT_FOUND","2","1","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","4A2B7B4CFD957B63CE6AEDD65EE55B34CCF620B81D8EBC0432D4571DACF63F95","3FF8FF3DCBDF6C227A58E94C618C6CDA5A5CCC21124EECE28EF99A53B83B303B","True","False","2026-07-19T23:25:32","2026-07-19T23:25:54"
"2","rvhwr_control","later_2019_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","F7A2A9A046DFAA1A0BFE5DD68DC00EDD9712B39DF8FFF2CE486A4D2F3B509F26","CE28C2029A5EAF435FCB6DA5C2CF8D10765C6B63559EBE06FCAF551A53C8C186","True","False","2026-07-19T23:22:12","2026-07-19T23:22:42"
"3","rvhwr_control","continuous_2015_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","C1ED6346B37E75B9390519E757AF82698471D0FB57770AB570AC61CE72FE09D1","1FA84546A96076C84156A3991085A66810F5C149DDE238664BB328DFCF190821","True","False","2026-07-19T23:22:13","2026-07-19T23:22:46"
"4","rvhwr_unconditional","older_2015_2018","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","68E9790CFE5A747D68F64A69CB45C5A8F6214352635FB32A8D988271D1F8679E","11EFA01F2126662922EA9EA2324EF7A507AB6C82AA89A51CDED7A07030D6D405","True","False","2026-07-19T23:22:13","2026-07-19T23:22:47"
"5","rvhwr_unconditional","later_2019_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","B86B008CC4448B76EEC11ED2B8D2B4554A05D8CBF1C35EBBA0D302A97D3E673C","982267FDB89FD677827F7EF5185BCBCB731BAB77B1E6A4A5316E6D43CFA4CF30","True","False","2026-07-19T23:22:44","2026-07-19T23:23:13"
"6","rvhwr_unconditional","continuous_2015_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","31F42C4AEBF859233BF6BFA31E345B3C4584225DDAD0AC01F81D89F63B81A177","751346C829EBD6DEE62C14EDFCF7388D289482461233A37B23A7333124949212","True","False","2026-07-19T23:22:42","2026-07-19T23:23:11"
"7","rvhwr_dd015","older_2015_2018","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","6BC36607B7B771849D0ED59B313ED3FC8282535971938552CCC50E4CC41297C5","D85D455D8844CB436F89AE7E1B247B3FD00B98517EF8017337C9B79DBFB324AE","True","False","2026-07-19T23:22:46","2026-07-19T23:23:18"
"8","rvhwr_dd015","later_2019_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","5F8ABCAB0BEB53DFBD2110D7FCEA6D2C434B39F801BF98A679780B244F5C870B","6DA4B09F9652B4AB4D45B11593024D26EBBB97C9AD1810108398A22A5CBF5A60","True","False","2026-07-19T23:22:47","2026-07-19T23:23:19"
"9","rvhwr_dd015","continuous_2015_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","198E8B9C042790510038D4169CD1B7CF5D09548C779A5B8F98F42ED79E172FDF","D0DF29091236B80169CA1159D75F234A0368AF47C33E47C3D796214324A0C627","True","False","2026-07-19T23:23:13","2026-07-19T23:23:43"
"10","rvhwr_center_dd030","older_2015_2018","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","05848F8D28CB3CAD55181049E4DC8C8B3C4A22D32856C9A7610CFDAEE8AFDE90","1A6C2903D1D0263AB2822DD61C5F13131DF9924E70795339EC6CD35E3620A8D1","True","False","2026-07-19T23:23:11","2026-07-19T23:23:36"
"11","rvhwr_center_dd030","later_2019_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","FC56B2FA4402981BBF96ECBB78A4D81653B0928F87DE98426DD27422CFEDB7A0","1CAAFC2F7290D96E9E35F8E9F4FC52C533EDAEB12BC4524036F121E182405A5C","True","False","2026-07-19T23:23:18","2026-07-19T23:23:45"
"12","rvhwr_center_dd030","continuous_2015_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","3847A18A977629EDC1CFA29F31295E2ABCE6293881DFA72B17DDC3BC205B281E","727DE76BB83576A9643971A16C7674F228636D8B52A5A21CA6DB30C20C1DD2BA","True","False","2026-07-19T23:23:19","2026-07-19T23:23:53"
"13","rvhwr_dd045","older_2015_2018","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","FCEC33530FBA874F736228FF8AF1F4BA8526EC838086F32F8AD44C541025BBC6","99FBB39D49051BFE59FCE3C4F394B65E1190E7831246E97DA540B5377C26ACA5","True","False","2026-07-19T23:23:43","2026-07-19T23:24:08"
"14","rvhwr_dd045","later_2019_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","C88E15114E1F1B085D9D4C0B494ADFB882C695E85DB28087D877F5124AD8BA55","61AB6D8AC340968AA7F4E6791E47A3A151640CE96B05D0AA5DAAAB0AE7A2AC22","True","False","2026-07-19T23:23:36","2026-07-19T23:23:58"
"15","rvhwr_dd045","continuous_2015_2020","REPORT_FOUND","1","0","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","997DFF27E4977CA0649E9AB295BFEA772279A2BA577E491C69410C0993B4F79B","18B93831EA12ECD7C2F5D98091E96EE5B195406B39D4E23BC093616F62FE11B8","True","False","2026-07-19T23:23:45","2026-07-19T23:24:11"
