"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","three_lane_ddb040","1","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb040.set","continuous_2015_2026","2015.01.01","2026.07.12","1","configs\001_three_lane_ddb040_continuous_2015_2026_m1.ini","three_lane_ddb040_continuous_2015_2026_m1","profiles\three_lane_ddb040.set","2DB1FF1B160386903287C0D24E624C7C19E030837CD354A9E0064B4D6EEA7EC8","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb040_continuous_2015_2026_m1.htm","10000","4210","11.5264","428.43","10428.43","4.28","0.37","0.36","2.46","7.79","4.54","54.55","55","4","80.35","0.78","64.64","80.35","5.33","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","three_lane_ddb040","1","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb040.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\002_three_lane_ddb040_older_2015_2018_m1.ini","three_lane_ddb040_older_2015_2018_m1","profiles\three_lane_ddb040.set","2DB1FF1B160386903287C0D24E624C7C19E030837CD354A9E0064B4D6EEA7EC8","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb040_older_2015_2018_m1.htm","10000","1460","3.9973","62.56","10062.56","0.63","0.16","0.16","3.83","12.51","0.14","60","5","1","59.18","0.58","18.71","59.18","1.06","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","three_lane_ddb040","1","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb040.set","middle_2019_2022","2019.01.01","2022.12.31","1","configs\003_three_lane_ddb040_middle_2019_2022_m1.ini","three_lane_ddb040_middle_2019_2022_m1","profiles\three_lane_ddb040.set","2DB1FF1B160386903287C0D24E624C7C19E030837CD354A9E0064B4D6EEA7EC8","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb040_middle_2019_2022_m1.htm","10000","1460","3.9973","277.01","10277.01","2.77","0.69","0.69","3.39","9.89","7.12","57.14","28","3","80.35","0.78","44.06","80.35","3.45","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","three_lane_ddb040","1","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb040.set","recent_2023_2026","2023.01.01","2026.07.12","1","configs\004_three_lane_ddb040_recent_2023_2026_m1.ini","three_lane_ddb040_recent_2023_2026_m1","profiles\three_lane_ddb040.set","2DB1FF1B160386903287C0D24E624C7C19E030837CD354A9E0064B4D6EEA7EC8","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb040_recent_2023_2026_m1.htm","10000","1288","3.5264","114.48","10114.48","1.14","0.32","0.32","1.78","5.45","8.72","47.62","21","2","69.49","0.68","64.64","69.49","1.65","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","three_lane_ddb045","2","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb045.set","continuous_2015_2026","2015.01.01","2026.07.12","1","configs\005_three_lane_ddb045_continuous_2015_2026_m1.ini","three_lane_ddb045_continuous_2015_2026_m1","profiles\three_lane_ddb045.set","5094B23B453B67D431D7704026CF222CF9A8CC72867E20C9B5E820F316D4A6E7","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb045_continuous_2015_2026_m1.htm","10000","4210","11.5264","545.91","10545.91","5.46","0.47","0.46","2.83","9.58","3.98","56.14","57","4","80.35","0.77","64.64","80.35","6.79","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","three_lane_ddb045","2","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb045.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\006_three_lane_ddb045_older_2015_2018_m1.ini","three_lane_ddb045_older_2015_2018_m1","profiles\three_lane_ddb045.set","5094B23B453B67D431D7704026CF222CF9A8CC72867E20C9B5E820F316D4A6E7","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb045_older_2015_2018_m1.htm","10000","1460","3.9973","184.32","10184.32","1.84","0.46","0.46","9.38","26.33","0.24","71.43","7","1","72.93","0.72","18.71","72.93","2.53","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","three_lane_ddb045","2","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb045.set","middle_2019_2022","2019.01.01","2022.12.31","1","configs\007_three_lane_ddb045_middle_2019_2022_m1.ini","three_lane_ddb045_middle_2019_2022_m1","profiles\three_lane_ddb045.set","5094B23B453B67D431D7704026CF222CF9A8CC72867E20C9B5E820F316D4A6E7","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb045_middle_2019_2022_m1.htm","10000","1460","3.9973","277.01","10277.01","2.77","0.69","0.69","3.39","9.89","7.12","57.14","28","3","80.35","0.78","44.06","80.35","3.45","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","three_lane_ddb045","2","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb045.set","recent_2023_2026","2023.01.01","2026.07.12","1","configs\008_three_lane_ddb045_recent_2023_2026_m1.ini","three_lane_ddb045_recent_2023_2026_m1","profiles\three_lane_ddb045.set","5094B23B453B67D431D7704026CF222CF9A8CC72867E20C9B5E820F316D4A6E7","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb045_recent_2023_2026_m1.htm","10000","1288","3.5264","114.48","10114.48","1.14","0.32","0.32","1.78","5.45","8.72","47.62","21","2","69.49","0.68","64.64","69.49","1.65","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","three_lane_ddb050","3","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb050.set","continuous_2015_2026","2015.01.01","2026.07.12","1","configs\009_three_lane_ddb050_continuous_2015_2026_m1.ini","three_lane_ddb050_continuous_2015_2026_m1","profiles\three_lane_ddb050.set","9116C223CF55644F23FB533845DC92DE700AA890F8916BB73DDE1CCDAA0EE67B","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb050_continuous_2015_2026_m1.htm","10000","4210","11.5264","508.44","10508.44","5.08","0.44","0.43","2.52","8.92","3.59","56.14","57","4","96.22","0.94","64.64","96.22","5.28","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","three_lane_ddb050","3","three_lane_broad_screen","1","model1_broad_gate","three_lane_ddb050.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\010_three_lane_ddb050_older_2015_2018_m1.ini","three_lane_ddb050_older_2015_2018_m1","profiles\three_lane_ddb050.set","9116C223CF55644F23FB533845DC92DE700AA890F8916BB73DDE1CCDAA0EE67B","Reject if any broad era is non-positive, continuous PF is below 1.20, drawdown exceeds 3%, or neighboring risk values show a narrow unstable optimum.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_ddb050_older_2015_2018_m1.htm","10000","1460","3.9973","163.8","10163.8","1.64","0.41","0.41","4.85","23.4","0.2","71.43","7","1","74.59","0.73","23.81","74.59","2.2","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
