"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutPermitted","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","13","39","0","0","False","False","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","5D459811F268B929050DE82B8FAEF9096FE27D797DBA276B568CB03CB53B765E"
