"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"score7","6","6","14890.92","","","","","","161.23","0"
"score7_regime","3","6","1784.04","","","","","","194.82","0"
