"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"tlat_rc2_decomp_atb125","growthdecomp","trade_ready_rc2","4","4","0","0","4049.67","594.9","2018.88","1.76","1.49","1.69","1.46","0","4","0","139.11","1.905","13.34","44.44","8","True"
"tlat_rc2_decomp_atb150","growthdecomp","trade_ready_rc2","4","4","0","0","4135.46","572.09","2105.08","1.78","1.43","1.7","1.4","0","4","0","134.35","1.89","12.06","44.4","8","True"
