"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ProtectionBehaviorChanged","ContinuousNetAtLeastControlPlusFivePercent","StrongOnlyNetRetentionAtLeast97Percent","CagrGrowthAndRetentionGate","ProfitFactorAtLeastStrongOnly","DrawdownWithinFrozenLimits","RecoveryAtLeastStrongOnly","ReturnDrawdownAtLeastStrongOnly","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","StrongOnlyNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","StrongOnlyRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","20","20","22","2","True","True","False","True","True","True","True","True","True","True","True","True","True","False","False","False","False","2195.53","2391.89","2391.89","2391.89","2391.89","15.8168","16.562","16.562","16.562","16.562","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","0A07BC3AAF29E25D3C0D12D1DC22045AE1BDEABF96F9D2424CDE15CCED49016D"
