"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mar10_may10","7","7","7909.84","3746.45","1107.93","214.3","1409.57","","0","0"
"d110_mcap35","7","7","4041.46","756.93","1209.45","107.09","756.93","","0","0"
"d115_mcap35","3","4","1429.97","756.93","565.95","107.09","","","107.09","0"
"d110_mcap20","7","7","1583.18","386.08","367.96","23.6","386.08","","0","0"
"d115_mcap20","7","7","1583.18","386.08","367.96","23.6","386.08","","0","0"
