"Status","Profiles","ReportsParsed","EligibleProfiles","HoldoutOpened","SourceSha256","ContractSha256","ForwardCandidateChanged","RealAccountTradingAllowed"
"REJECTED_IN_DISCOVERY","7","21","0","False","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","9D3DE578F0990BF315738B6484C0B3C3E3B480277EEED62FB4AE1B3003350AEB","False","False"
