"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","re_may140_late15_dgf_liq_reject1_cush50","1","range_elite_risk_shape_probe","1","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2019_full","2019.01.01","2019.12.31","4","configs\001_re_may140_late15_dgf_liq_reject1_cush50_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2019_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2019_m4.htm","1000","364","0.9966","-38.49","961.51","-3.85","-3.86","-3.86","0","-9.62","-3.08","0","4","4","38.49","3.85","38.49","38.49","-1","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","re_may140_late15_dgf_liq_reject1_cush50","2","range_elite_risk_shape_probe","2","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2021_full","2021.01.01","2021.12.31","4","configs\002_re_may140_late15_dgf_liq_reject1_cush50_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2021_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2021_m4.htm","1000","364","0.9966","12.98","1012.98","1.3","1.3","1.3","1.44","6.49","0.14","50","2","1","171.93","14.51","29.25","171.93","0.08","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","re_may140_late15_dgf_liq_reject1_cush50","3","range_elite_risk_shape_probe","3","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2023_full","2023.01.01","2023.12.31","4","configs\003_re_may140_late15_dgf_liq_reject1_cush50_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2023_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2023_m4.htm","1000","364","0.9966","310.15","1310.15","31.01","31.12","31.14","3.71","38.77","8.09","50","8","2","344.98","20.84","108.07","344.98","0.9","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","re_may140_late15_dgf_liq_reject1_cush50","4","range_elite_risk_shape_probe","4","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2024_full","2024.01.01","2024.12.31","4","configs\004_re_may140_late15_dgf_liq_reject1_cush50_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2024_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2024_m4.htm","1000","365","0.9993","2105.17","3105.17","210.52","210.66","210.76","5.47","300.74","29.72","85.71","7","1","530.19","14.58","470.85","530.19","3.97","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","re_may140_late15_dgf_liq_reject1_cush50","5","range_elite_risk_shape_probe","5","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2025_full","2025.01.01","2025.12.31","4","configs\005_re_may140_late15_dgf_liq_reject1_cush50_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m4.htm","1000","364","0.9966","23.39","1023.39","2.34","2.35","2.35","1.4","2.92","0.92","50","8","3","102.19","9.58","50.83","102.19","0.23","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","re_may140_late15_dgf_liq_reject1_cush50","6","range_elite_risk_shape_probe","6","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50.set","2026_ytd","2026.01.01","2026.07.12","4","configs\006_re_may140_late15_dgf_liq_reject1_cush50_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50.set","655B5FC7B5983766B6B13C8B9F97DE6E74CC965D4C9D3E983B195978B470AA2A","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m4.htm","1000","192","0.5257","357.54","1357.54","35.75","68.02","78.87","4.8","51.08","2.08","71.43","7","1","254.5","15.79","82","254.5","1.4","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","7","range_elite_risk_shape_probe","7","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2019_full","2019.01.01","2019.12.31","4","configs\007_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2019_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2019_m4.htm","1000","364","0.9966","-7.36","992.64","-0.74","-0.74","-0.74","0.88","-2.45","-0.12","33.33","3","1","62.2","5.9","38.8","62.2","-0.12","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","8","range_elite_risk_shape_probe","8","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2021_full","2021.01.01","2021.12.31","4","configs\008_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2021_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2021_m4.htm","1000","364","0.9966","12.98","1012.98","1.3","1.3","1.3","1.44","6.49","0.14","50","2","1","171.93","14.51","29.25","171.93","0.08","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","9","range_elite_risk_shape_probe","9","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2023_full","2023.01.01","2023.12.31","4","configs\009_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2023_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2023_m4.htm","1000","364","0.9966","310.15","1310.15","31.01","31.12","31.14","3.71","38.77","8.09","50","8","2","344.98","20.84","108.07","344.98","0.9","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","10","range_elite_risk_shape_probe","10","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2024_full","2024.01.01","2024.12.31","4","configs\010_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2024_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2024_m4.htm","1000","365","0.9993","2105.17","3105.17","210.52","210.66","210.76","5.47","300.74","29.72","85.71","7","1","530.19","14.58","470.85","530.19","3.97","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"11","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","11","range_elite_risk_shape_probe","11","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2025_full","2025.01.01","2025.12.31","4","configs\011_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_m4","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","1C0CF498F243ED6002FB74BBE3EA0247348B40F410B12EA74CD4720B998A9543","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_m4.htm","1000","364","0.9966","21.73","1021.73","2.17","2.18","2.18","1.44","4.35","0.56","60","5","1","136.22","11.76","28.7","136.22","0.16","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
