"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageConfigSha256","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","ReportSha256","ReportIdentityPath","ReportIdentityReused","Started","Finished"
"1","1","rre_control","older_2015_2018","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_older_2015_2018_m1.htm","Reused identity-bound package report.","57EDCF7908F2023B2EAEBEC6BAB7C1F8192A14EF432F7C09EB4EEF747EB34301","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","C100118C2BE7D1E65F075E866D05E65EF0D6C594D8EE36FE7708CBD7168B591A","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_older_2015_2018_m1.identity.json","True","2026-07-20T15:18:30","2026-07-20T15:18:30"
"1","2","rre_control","later_2019_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_later_2019_2020_m1.htm","Reused identity-bound package report.","E2C7E598CE14CFC079C55E33A1CFE087F6B23B50A33E39BDA344060AAEC83E79","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","559FB58C14EA880AF9900F55DC6F831D0E95B6B9B79E815A67325D97444B739F","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_later_2019_2020_m1.identity.json","True","2026-07-20T15:18:30","2026-07-20T15:18:30"
"1","3","rre_control","continuous_2015_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","387892EAC3DFACE044D021C37EA64F21B421F345A64D1B5BEF5A58D5E6C819AF","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","009D3031C32FE75E3738FD55F05C3423D127A5D69706953723987E5F1B8C2EF8","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_control_continuous_2015_2020_m1.identity.json","False","2026-07-20T15:18:30","2026-07-20T15:18:53"
"1","4","rre_offset10","older_2015_2018","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","E2AF611C82E36D6FE7A0A93A0D0B3169EF56D549D5D50D1656C1DC90C00843AA","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","7D00DF13926E72C3A3C680C7795650E287B6C3BAB25BD4407B8C786CB29C35A8","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_older_2015_2018_m1.identity.json","False","2026-07-20T15:18:53","2026-07-20T15:19:15"
"1","5","rre_offset10","later_2019_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_later_2019_2020_m1.htm","Reused identity-bound package report.","1D3FA030A5DCD9E44B2F3E3629017E9CC74ED3B2E0F6FACE77D3E141C8829028","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","09DCC2554A664AD07798B4F1C263A6C5422253FDF39B758F295E3B279F1F2A42","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_later_2019_2020_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","6","rre_offset10","continuous_2015_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_continuous_2015_2020_m1.htm","Reused identity-bound package report.","182514ED51A77122D07A637230AC7CB0FB880304A3917BFDF205BCAE5B87E90B","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","5C1E1FACB4B00CCCF710C386C1EFAAB19429C273C294C7434CE4C09C3B8F78E5","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset10_continuous_2015_2020_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","7","rre_center15","older_2015_2018","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_older_2015_2018_m1.htm","Reused identity-bound package report.","DF560037EC488ECA22CEB9A67980B36F1151EC44D55D9851B875C83754557339","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","BD231270C2262B0125C1D7723A08D7BC24882FB16E09530C7E0D08B027D6CF72","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_older_2015_2018_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","8","rre_center15","later_2019_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_later_2019_2020_m1.htm","Reused identity-bound package report.","1643CE30F6E0AE7A1DCC32B9456DA087757F6DC355C1F25CE25D66CCA66C1E8A","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","75A7EA9A7FC3A07CC134BD44F4D8688D9A153086209B9B19A807D5B8BAE267BC","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_later_2019_2020_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","9","rre_center15","continuous_2015_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_continuous_2015_2020_m1.htm","Reused identity-bound package report.","439AAE9F9DEE51F1ACA5E5D61A3A539400A75B20D2AFA0F21805817DAC0DBC82","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","7E9FE4E3104094283E817B279416543D1360CFD14C837661A5234D0907878DDD","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_center15_continuous_2015_2020_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","10","rre_offset20","older_2015_2018","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset20_older_2015_2018_m1.htm","Reused identity-bound package report.","8C8F094EEBBE97F172785EBCC5F21DDA5281254E5ABB0DF3339B4776AEC3B44B","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","F45F2F6081A623B2D1E1F51F107FA75811B5F3DDDF5A6D2A666A7E69A8F7E893","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset20_older_2015_2018_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
"1","11","rre_offset20","later_2019_2020","REPORT_FOUND","outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset20_later_2019_2020_m1.htm","Reused identity-bound package report.","631B727827D4B8C50E5D7DE1189A835F2C27F2995F5559211FBB4C86A30E2E91","76F0E1B6E7841BAB5B2BCA9D273AE04AD88047F1E90539E3052C0134A0A9A4C8","FA97956179F5BBDC6CC1EA7B9A38BFFC9D621003FE9AE8EF887015D2DD19A2B3","False","701DBCAEFE1425E86ED3A7A16D8CE536E23D97F87522B6EAED774B33AD43EEBC","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_retracement_entry_discovery_model1_package\reports_here\rre_offset20_later_2019_2020_m1.identity.json","True","2026-07-20T15:19:15","2026-07-20T15:19:15"
