"EntryTime","ExitTime","EntryYear","EntryMonth","EntryHour","DayOfWeek","Symbol","Side","Volume","EntryPrice","ExitPrice","InitialStop","InitialTarget","InitialRiskMoney","RiskR","HoldMinutes","Profit","Winner","EntrySubtype","EntryComment","ExitComment"
"2019-01-03T09:00:00","2019-01-03T12:34:40","2019","1","9","Thursday","XAUUSD","buy","0.01","1292.25","1287.24","1287.24","1302.26","5.01","-1","214.67","-5.01","False","other","MTSM_BUY","sl 1287.24"
"2019-01-14T11:00:00","2019-01-14T15:39:40","2019","1","11","Monday","XAUUSD","buy","0.02","1293.9","1289.95","1289.95","1301.8","7.9","-1","279.67","-7.9","False","other","MTSM_BUY","sl 1289.95"
"2019-01-23T11:00:00","2019-01-23T15:16:40","2019","1","11","Wednesday","XAUUSD","buy","0.02","1286.48","1283.1","1283.1","1293.24","6.76","-1","256.67","-6.76","False","other","MTSM_BUY","sl 1283.10"
"2019-01-31T16:00:00","2019-01-31T19:00:00","2019","1","16","Thursday","XAUUSD","buy","0.01","1325.41","1321.33","1319.71","1336.81","5.7","-0.715789","180","-4.08","False","other","MTSM_BUY",""
"2019-02-15T12:00:00","2019-02-15T18:00:00","2019","2","12","Friday","XAUUSD","buy","0.02","1316.01","1314.44","1311.61","1324.81","8.8","-0.356818","360","-3.14","False","other","MTSM_BUY",""
"2019-03-06T09:00:00","2019-03-06T11:07:40","2019","3","9","Wednesday","XAUUSD","buy","0.02","1290.59","1285.68","1285.68","1300.41","9.82","-1","127.67","-9.82","False","other","MTSM_BUY","sl 1285.68"
"2019-03-12T15:00:00","2019-03-13T10:37:40","2019","3","15","Tuesday","XAUUSD","buy","0.02","1298.43","1306.79","1294.25","1306.79","8.36","1.970096","1177.67","16.47","True","other","MTSM_BUY","tp 1306.79"
"2019-03-13T11:00:00","2019-03-14T03:12:40","2019","3","11","Wednesday","XAUUSD","buy","0.03","1306.8","1307.13","1303.49","1313.42","9.93","-0.014099","972.67","-0.14","False","other","MTSM_BUY","sl 1307.13"
"2019-03-22T16:00:00","2019-03-26T07:00:00","2019","3","16","Friday","XAUUSD","buy","0.01","1314.46","1319.75","1309.39","1324.6","5.07","0.99211","5220","5.03","True","other","MTSM_BUY",""
"2019-04-30T13:00:00","2019-04-30T15:40:40","2019","4","13","Tuesday","XAUUSD","buy","0.03","1284.87","1281.62","1281.62","1291.37","9.75","-1","160.67","-9.75","False","other","MTSM_BUY","sl 1281.62"
"2019-06-03T11:00:00","2019-06-04T06:00:00","2019","6","11","Monday","XAUUSD","buy","0.01","1315.33","1323.83","1308.91","1328.16","6.42","1.303738","1140","8.37","True","other","MTSM_BUY",""
"2019-06-14T06:00:00","2019-06-14T10:06:20","2019","6","6","Friday","XAUUSD","buy","0.01","1347.03","1357.94","1341.57","1357.94","5.46","1.998168","246.33","10.91","True","other","MTSM_BUY","tp 1357.94"
"2019-06-24T19:00:00","2019-06-25T06:44:40","2019","6","19","Monday","XAUUSD","buy","0.01","1413.91","1433.75","1403.99","1433.75","9.92","1.986895","704.67","19.71","True","other","MTSM_BUY","tp 1433.75"
"2019-07-30T13:00:00","2019-07-31T05:00:00","2019","7","13","Tuesday","XAUUSD","buy","0.01","1428.53","1427.95","1422.42","1440.75","6.11","-0.116203","960","-0.71","False","other","MTSM_BUY",""
"2019-09-20T09:00:00","2019-09-20T15:00:00","2019","9","9","Friday","XAUUSD","buy","0.01","1505.84","1499.79","1499.3","1518.91","6.54","-0.925076","360","-6.05","False","other","MTSM_BUY",""
"2019-09-23T17:00:00","2019-09-24T03:00:00","2019","9","17","Monday","XAUUSD","buy","0.01","1522.46","1520.77","1515.93","1535.52","6.53","-0.278714","600","-1.82","False","other","MTSM_BUY",""
"2019-10-14T13:00:00","2019-10-15T10:00:00","2019","10","13","Monday","XAUUSD","buy","0.01","1494.52","1490.4","1485.18","1513.2","9.34","-0.455032","1260","-4.25","False","other","MTSM_BUY",""
"2019-10-23T10:00:00","2019-10-24T11:00:00","2019","10","10","Wednesday","XAUUSD","buy","0.02","1491.7","1489.83","1487.88","1499.35","7.64","-0.589005","1500","-4.5","False","other","MTSM_BUY",""
"2019-10-31T10:00:00","2019-10-31T14:32:40","2019","10","10","Thursday","XAUUSD","buy","0.02","1500.43","1509.11","1496.09","1509.11","8.68","2","272.67","17.36","True","other","MTSM_BUY","tp 1509.11"
"2019-11-13T08:00:00","2019-11-14T04:00:00","2019","11","8","Wednesday","XAUUSD","buy","0.02","1461.43","1461.67","1456.79","1470.7","9.28","-0.030172","1200","-0.28","False","other","MTSM_BUY",""
"2019-11-20T10:00:00","2019-11-20T14:26:40","2019","11","10","Wednesday","XAUUSD","buy","0.01","1477.9","1472.39","1472.39","1488.91","5.51","-1","266.67","-5.51","False","other","MTSM_BUY","sl 1472.39"
"2019-12-04T10:00:00","2019-12-04T11:07:40","2019","12","10","Wednesday","XAUUSD","buy","0.01","1484.01","1478.21","1478.21","1495.61","5.8","-1","67.67","-5.8","False","other","MTSM_BUY","sl 1478.21"
"2019-12-13T15:00:00","2019-12-13T16:02:40","2019","12","15","Friday","XAUUSD","buy","0.01","1473.84","1467.67","1467.67","1486.18","6.17","-1","62.67","-6.17","False","other","MTSM_BUY","sl 1467.67"
"2019-12-26T16:00:00","2019-12-27T08:27:40","2019","12","16","Thursday","XAUUSD","buy","0.02","1508.04","1508.53","1503.16","1517.8","9.76","0.074795","987.67","0.73","True","other","MTSM_BUY","sl 1508.53"
"2019-12-27T08:30:00","2019-12-30T23:54:59","2019","12","8","Friday","XAUUSD","buy","0.01","1508.57","1514.96","1490.74",,"17.83","0.351094","5244.98","6.26","True","other","DDB;DDB;Daily Donchian buy;ADX","end of test"
