"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"tlat_rc2_di11","critical","trade_ready_rc2","2","2","0","0","83.44","16.58","66.86","0.42","0.17","0.42","0.17","0","2","0","95.26","1.225","2.065","40.28","6","True"
"tlat_rc2_di12_center","critical","trade_ready_rc2","2","2","0","0","83.44","16.58","66.86","0.42","0.17","0.42","0.17","0","2","0","95.26","1.225","2.065","40.28","6","True"
