Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,IdentityRefusals,AllWindowsPositive,CenterBehaviorChanged,CenterNoWorseDisjointEras,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,IncrementalNetRetentionPercent,IncrementalNetRetentionGate,ImprovesBroadReferenceEfficiency,PassingOrthogonalNeighbors,NeighborhoodGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,BroadReferenceNetProfit,CenterNetProfit,SourceSha256,BinarySha256,CenterProfileSha256,ManifestSha256
REJECTED_IN_DISCOVERY,21,21,24,3,True,True,True,False,False,True,True,True,31.67,False,True,3,True,False,False,False,False,False,1353.74,1403.09,1369.37,C5FF7608247DA628C5A8AF75BCAC31B70DEDCE42C7DBC2391F7B10F17847E054,189225B2743CCB77D1E246E0AF3578695CB70B4679354739C910579A7120F2CA,6812E06DBE2E7F33F72A7F11951B3DAEC538FE198A8EAD8201D52203F3A65847,7EF9DF7F59667C572F23E6A4D9731C739933FA7E0684CFEBCF3CA7992CEDE281
