"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","","rdmc_lane_isolation_rewrite_v2","frozen_lane_isolation_rewrite","2019","2019.01.01","2019.12.31","rdmc_lir2_w01_m1_critical_2019","PARSED","outputs\rdmc_lane_isolation_rewrite_v2_package\reports_here\rdmc_lir2_w01_m1_critical_2019.htm","10000","364","0.9966","-4.05","9995.95","-0.04","-0.04","-0.04","0.55","-1.35","-0.14","33.33","3","2","11.61","0.12","8.96","11.61","-0.3488"
"","","","rdmc_lane_isolation_rewrite_v2","frozen_lane_isolation_rewrite","2022","2022.01.01","2022.12.31","rdmc_lir2_w01_m1_critical_2022","PARSED","outputs\rdmc_lane_isolation_rewrite_v2_package\reports_here\rdmc_lir2_w01_m1_critical_2022.htm","10000","364","0.9966","-18.27","9981.73","-0.18","-0.18","-0.18","0.55","-3.05","-0.51","33.33","6","3","42.2","0.42","21","42.2","-0.4329"
