"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","AllDisjointErasPositive","CenterEraRetentionGate","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterTradeCountGate","CenterBehaviorChanged","LowerRungsPassed","LowerRungsRequired","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","CenterMaxDrawdownPercent","BestEnabledCandidate","BestEnabledNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","15","15","1","True","True","True","True","True","True","False","True","0","2","False","False","False","False","False","1353.74","1412.34","1.1","mbp_buy300","1449.25","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","3BD672846E507BE7A31C044FF583F1C2643FC83814D861C84348F0BE5A95C47B"
