"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","r10_a7_dfg_risk_base","1","peak_r20_dfg_spread_risk_yearly","1","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\001_r10_a7_dfg_risk_base_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2019_full_m1","profiles\r10_a7_dfg_risk_base_2019_full.set","0F1B47A3F7C803938EDD0BD614600AF1050071B8CF3BA5A292343F5DCBB57C15","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","33.1","1033.1","3.31","3.32","3.32","3.982","16.55","0.5836","50","2","1","29.47","2.85","29.47","29.47","1.1525","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:17:09","2026-07-14T14:17:09"
"2","r10_a7_dfg_risk_base","2","peak_r20_dfg_spread_risk_yearly","2","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\002_r10_a7_dfg_risk_base_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2020_full_m1","profiles\r10_a7_dfg_risk_base_2020_full.set","E011289A9081BA49DC5861C406C02FB6CE0D1280CFAFB5E58E338140DB012B7F","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","9.25","1009.25","0.92","0.93","0.93","1.2148","2.3125","0.2091","25","4","3","61.62","6.11","61.62","61.62","0.1409","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:17:23","2026-07-14T14:17:23"
"3","r10_a7_dfg_risk_base","3","peak_r20_dfg_spread_risk_yearly","3","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\003_r10_a7_dfg_risk_base_2021_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2021_full_m1","profiles\r10_a7_dfg_risk_base_2021_full.set","D3EC06ADEEEDC6C80318CE78E87AC32FAC592128ABD90EF99688499241F9E8DE","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","76.54","1076.54","7.65","7.68","7.68","4.2709","25.5133","0.6803","66.67","3","1","49.42","4.59","49.42","49.42","1.4868","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:17:36","2026-07-14T14:17:36"
"4","r10_a7_dfg_risk_base","4","peak_r20_dfg_spread_risk_yearly","4","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\004_r10_a7_dfg_risk_base_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2022_full_m1","profiles\r10_a7_dfg_risk_base_2022_full.set","0888DB3AE756CDC0B25D0470FFAD56A03CC19F8CE1330FB28F3471B82E3A4BA3","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","37.64","1037.64","3.76","3.78","3.78","1.5009","4.705","1.0851","33.33","8","3","62.51","6.02","62.51","62.51","0.5774","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:17:49","2026-07-14T14:17:49"
"5","r10_a7_dfg_risk_base","5","peak_r20_dfg_spread_risk_yearly","5","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\005_r10_a7_dfg_risk_base_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2023_full_m1","profiles\r10_a7_dfg_risk_base_2023_full.set","677E7D1EF51D5B1FFCA0385979E60D8836540CB08DFE018A1AF11FBEFAAF5B53","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","63.91","1063.91","6.39","6.41","6.41","0","31.955","0.4704","100","2","0","38.83","3.65","38.83","38.83","1.5859","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:18:02","2026-07-14T14:18:02"
"6","r10_a7_dfg_risk_base","6","peak_r20_dfg_spread_risk_yearly","6","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\006_r10_a7_dfg_risk_base_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2024_full_m1","profiles\r10_a7_dfg_risk_base_2024_full.set","B59C11EEDAAB68771D1260C8971B872C5F2E8FC6D775BD573B8DA2AECB959A34","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","15.72","1015.72","1.57","1.57","1.57","1.2944","3.93","0.2756","25","4","3","71.88","7.08","71.88","71.88","0.2221","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:18:15","2026-07-14T14:18:15"
"7","r10_a7_dfg_risk_base","7","peak_r20_dfg_spread_risk_yearly","7","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\007_r10_a7_dfg_risk_base_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2025_full_m1","profiles\r10_a7_dfg_risk_base_2025_full.set","C7AD068EDDFF69CD89A8B08006A963184C329A8EF204B8CB3D7DA267AE14C025","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","53.52","1053.52","5.35","5.37","5.37","11.0981","13.38","1.0073","75","4","1","43.35","4.11","43.35","43.35","1.1838","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:18:28","2026-07-14T14:18:28"
"8","r10_a7_dfg_risk_base","8","peak_r20_dfg_spread_risk_yearly","8","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_base_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\008_r10_a7_dfg_risk_base_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_base_2026_ytd_m1","profiles\r10_a7_dfg_risk_base_2026_ytd.set","5A9692D3F24672B563355A91BEAD434104ACB49F108978E7555C524143E6A115","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","192","0.5257","54.92","1054.92","5.49","10.45","10.71","0","54.92","0.133","100","1","0","31.28","2.97","31.28","31.28","1.7739","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:18:41","2026-07-14T14:18:41"
"9","r10_a7_dfg_risk_25_45_50","9","peak_r20_dfg_spread_risk_yearly","9","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_25_45_50_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\009_r10_a7_dfg_risk_25_45_50_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_45_50_2019_full_m1","profiles\r10_a7_dfg_risk_25_45_50_2019_full.set","3260DDFD2FF261CBFF5C273E877477BC3F0D40D63A460B4225EA3367434C663E","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","33.1","1033.1","3.31","3.32","3.32","3.982","16.55","0.5836","50","2","1","29.47","2.85","29.47","29.47","1.1525","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:18:54","2026-07-14T14:18:54"
"10","r10_a7_dfg_risk_25_45_50","10","peak_r20_dfg_spread_risk_yearly","10","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_25_45_50_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\010_r10_a7_dfg_risk_25_45_50_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_45_50_2020_full_m1","profiles\r10_a7_dfg_risk_25_45_50_2020_full.set","3B623B9ACC3697529A389224181F3F2C2EFB442D5981A17BC4CD250CA115E878","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","9.25","1009.25","0.92","0.93","0.93","1.2148","2.3125","0.2091","25","4","3","61.62","6.11","61.62","61.62","0.1409","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:19:07","2026-07-14T14:19:07"
