"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutPermitted","Model4Opened","NewBest","SourceSha256","PortableBinarySha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","15","45","0","0","False","False","False","B19A299AB040C2050E881A481B71EEF57CD2C35155CF0EB65E5535C53C9AD7AA","CD53ADD8511D8AF12BE1B4A1DB270CA6730FE1C949A3430AD3D489B804A510EF","405696F0D8EC60E63F2FC434DC28AE776DEE7941128E6AC2CE3A655E45CB6A72"
