"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"conflict_may2p40","7","7","4973.46","1277.57","887.18","214.3","1277.57","","0","0"
"conflict_may2p45","7","7","4967.32","1277.57","887.18","214.3","1277.57","","0","0"
