"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2021_full","1","outputs\peak_r20_oos_yearly_package\configs\011_r10_loss_scale_15_2021_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\011_r10_loss_scale_15_2021_full_m1.ini","peak_r20_oos_r10_loss_scale_15_2021_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2021_full_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"12","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2022_full","1","outputs\peak_r20_oos_yearly_package\configs\012_r10_loss_scale_15_2022_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\012_r10_loss_scale_15_2022_full_m1.ini","peak_r20_oos_r10_loss_scale_15_2022_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2022_full_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"13","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2023_full","1","outputs\peak_r20_oos_yearly_package\configs\013_r10_loss_scale_15_2023_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\013_r10_loss_scale_15_2023_full_m1.ini","peak_r20_oos_r10_loss_scale_15_2023_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2023_full_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"14","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2024_full","1","outputs\peak_r20_oos_yearly_package\configs\014_r10_loss_scale_15_2024_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\014_r10_loss_scale_15_2024_full_m1.ini","peak_r20_oos_r10_loss_scale_15_2024_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2024_full_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"15","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2025_full","1","outputs\peak_r20_oos_yearly_package\configs\015_r10_loss_scale_15_2025_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\015_r10_loss_scale_15_2025_full_m1.ini","peak_r20_oos_r10_loss_scale_15_2025_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2025_full_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"16","r10_loss_scale_15","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2026_ytd","1","outputs\peak_r20_oos_yearly_package\configs\016_r10_loss_scale_15_2026_ytd_m1.ini","outputs\peak_r20_oos_yearly_package\configs\016_r10_loss_scale_15_2026_ytd_m1.ini","peak_r20_oos_r10_loss_scale_15_2026_ytd_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_loss_scale_15_2026_ytd_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"17","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2019_full","1","outputs\peak_r20_oos_yearly_package\configs\017_r10_profit_guard40_2019_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\017_r10_profit_guard40_2019_full_m1.ini","peak_r20_oos_r10_profit_guard40_2019_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2019_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"18","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2020_full","1","outputs\peak_r20_oos_yearly_package\configs\018_r10_profit_guard40_2020_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\018_r10_profit_guard40_2020_full_m1.ini","peak_r20_oos_r10_profit_guard40_2020_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2020_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"19","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2021_full","1","outputs\peak_r20_oos_yearly_package\configs\019_r10_profit_guard40_2021_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\019_r10_profit_guard40_2021_full_m1.ini","peak_r20_oos_r10_profit_guard40_2021_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2021_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"20","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2022_full","1","outputs\peak_r20_oos_yearly_package\configs\020_r10_profit_guard40_2022_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\020_r10_profit_guard40_2022_full_m1.ini","peak_r20_oos_r10_profit_guard40_2022_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2022_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"21","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2023_full","1","outputs\peak_r20_oos_yearly_package\configs\021_r10_profit_guard40_2023_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\021_r10_profit_guard40_2023_full_m1.ini","peak_r20_oos_r10_profit_guard40_2023_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2023_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"22","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2024_full","1","outputs\peak_r20_oos_yearly_package\configs\022_r10_profit_guard40_2024_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\022_r10_profit_guard40_2024_full_m1.ini","peak_r20_oos_r10_profit_guard40_2024_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2024_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"23","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2025_full","1","outputs\peak_r20_oos_yearly_package\configs\023_r10_profit_guard40_2025_full_m1.ini","outputs\peak_r20_oos_yearly_package\configs\023_r10_profit_guard40_2025_full_m1.ini","peak_r20_oos_r10_profit_guard40_2025_full_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2025_full_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"24","r10_profit_guard40","phase2_oos_yearly_model1","Peak R20 R10 OOS yearly Model1","2026_ytd","1","outputs\peak_r20_oos_yearly_package\configs\024_r10_profit_guard40_2026_ytd_m1.ini","outputs\peak_r20_oos_yearly_package\configs\024_r10_profit_guard40_2026_ytd_m1.ini","peak_r20_oos_r10_profit_guard40_2026_ytd_m1","outputs\peak_r20_oos_yearly_package\reports_here\peak_r20_oos_r10_profit_guard40_2026_ytd_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
