"Status","StartedAtUtc","CompletedAtUtc","SourceSha256","PortableBinarySha256","Workers","CompileErrors","CompileWarnings","LaunchLocksRestored","MT5Processes","ForwardCandidateChanged","RealAccountApproved"
"COMPILE_PASS","2026-07-20T08:24:22.8826304Z","2026-07-20T08:24:28.2969834Z","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","37F90A3C23CEF638AEE689807E01F7EC220EF01EC999CA6D41D6F8BE6906A810","4","0","0","True","0","False","False"
