"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","SameSideExitCooldownEnabled","SameSideExitCooldownMinutes","MomentumRiskPercent","ReversionRiskPercent","AdaptiveRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"1","msec_control","1","control","momentum_same_side_exit_cooldown_model4","older_2015_2018","2015.01.01","2018.12.31","4","10000","false","0","0.15","0.45","0.15","0.75","msec_control_older_2015_2018_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\001_msec_control_older_2015_2018_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\001_msec_control_older_2015_2018_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_control_older_2015_2018_m4","6B18349E34D9ECF4F9645D63A7D291C901418462D735755265D85E34D19FD25F","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"2","msec_control","1","control","momentum_same_side_exit_cooldown_model4","middle_2019_2022","2019.01.01","2022.12.31","4","10000","false","0","0.15","0.45","0.15","0.75","msec_control_middle_2019_2022_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\002_msec_control_middle_2019_2022_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\002_msec_control_middle_2019_2022_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_control_middle_2019_2022_m4","211AAA520E2F8F7A51DCCD9F3523F1C372E93EF2AB480AC728B746CD87791EA9","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"3","msec_control","1","control","momentum_same_side_exit_cooldown_model4","recent_2023_2026","2023.01.01","2026.07.12","4","10000","false","0","0.15","0.45","0.15","0.75","msec_control_recent_2023_2026_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\003_msec_control_recent_2023_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\003_msec_control_recent_2023_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_control_recent_2023_2026_m4","C356E2FB8BAE585518190557BBCE3476CEC7A3DC287CBA5B70E74011B3AB6466","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"4","msec_control","1","control","momentum_same_side_exit_cooldown_model4","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","false","0","0.15","0.45","0.15","0.75","msec_control_continuous_2015_2026_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\004_msec_control_continuous_2015_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\004_msec_control_continuous_2015_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_control_continuous_2015_2026_m4","A3EF177A94E173BB52D0B01DE6DA8B6D53A180341E133AA53B4F68D6309D8895","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"5","msec_center_060","2","center","momentum_same_side_exit_cooldown_model4","older_2015_2018","2015.01.01","2018.12.31","4","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_older_2015_2018_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\005_msec_center_060_older_2015_2018_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\005_msec_center_060_older_2015_2018_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_center_060_older_2015_2018_m4","FAC27200355177E61A51F3B9CD261A590521A0D8E20243F7EDA690F0EB55A312","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"6","msec_center_060","2","center","momentum_same_side_exit_cooldown_model4","middle_2019_2022","2019.01.01","2022.12.31","4","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_middle_2019_2022_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\006_msec_center_060_middle_2019_2022_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\006_msec_center_060_middle_2019_2022_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_center_060_middle_2019_2022_m4","FEED22F6C6CC890723DFB0454CD98FACA40FDEC849162938CF54C924BCE1833E","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"7","msec_center_060","2","center","momentum_same_side_exit_cooldown_model4","recent_2023_2026","2023.01.01","2026.07.12","4","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_recent_2023_2026_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\007_msec_center_060_recent_2023_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\007_msec_center_060_recent_2023_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_center_060_recent_2023_2026_m4","99656AE642180753DB650DC96B20E14A4095A839892AC605FC6C3C31F7512E47","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
"8","msec_center_060","2","center","momentum_same_side_exit_cooldown_model4","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","true","60","0.15","0.45","0.15","0.75","msec_center_060_continuous_2015_2026_m4","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\008_msec_center_060_continuous_2015_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\configs\008_msec_center_060_continuous_2015_2026_m4.ini","outputs\three_lane_momentum_same_side_exit_cooldown_model4_package\reports_here\msec_center_060_continuous_2015_2026_m4","974B06E243392C128FB55FEE72771CE83D540258D23FD2BF08B2E1D9A64FCF3A","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","Frozen Model 4 real-tick validation after discovery and recent Model 1 passes. Every report must parse exactly. Center net must be no worse than control in all three broad eras and strictly improve continuous net; continuous CAGR/PF/recovery/return-DD must be no worse than control; DD <=control +0.03 point; trades >=98% of control. Only a complete pass may open annual and stress audits. No post-result rescue."
