"QueueRank","Candidate","Window","Status","IdentityReused","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","mbp_control","older_2015_2018","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","51F9E07AF07D2B4C499D2368BD7A97D1F525FA2BA09D6BB055318FC02AE57679","3F0A301001A8CA192C62B76E973BFE42DF059BD3E21BBE555B8DCF0829FC543B","True","False","2026-07-20T04:35:25","2026-07-20T04:35:25"
"2","mbp_control","later_2019_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","1252A7C6476DB37ABBC6E94E67A2A7CEA0DC4AD2FD20BA242E48B56C06D8C6C9","94AD2100DF2A4A7D0FD691DDB23D739A03D6D8568AC4FADAEFE9BFA7723EA660","True","False","2026-07-20T04:35:25","2026-07-20T04:35:25"
"3","mbp_control","continuous_2015_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","0CF86A4A4B28A140AD1DF18AA18237F53486F296BC5FFD6C4FAED534C8922DAD","B67DE306E88CC6E5DBB4A2BAE79114C4796972F05F8146E98603A65324A6F906","True","False","2026-07-20T04:35:25","2026-07-20T04:35:25"
"4","mbp_buy225","older_2015_2018","REPORT_FOUND","False","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","5662A6054F403EAB7A29B2F63164F2397F2955626239724F7BE656F19C0A8C8F","233B0EB6E6D910648FBDD7EE224F1A0F7C03A10119CD11DE5214319DAB0CA942","True","False","2026-07-20T04:35:25","2026-07-20T04:35:46"
"5","mbp_buy225","later_2019_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","7F730DB585F73B714B1CA08B849C003B9F46D85FC0DF2B143C061180DCE43F0B","7C1D0D729F1EB84C1CA7B4BB848FF56753A5F6A3919E680F3678956E969FDB29","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
"6","mbp_buy225","continuous_2015_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","70BBD15267281C38A551E1C86BC62A2ADB36F3B69DBE698ED30935827CBFA994","08DC1D603494E9117C9DDB2CD716ABAE4DD33FCE48B3B1E43586464F15CE80A4","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
"7","mbp_center_buy250","older_2015_2018","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","87FE0C80695D3B792515EBB2C5100C55B0F3E4381812A5AEBFAC2C0FAED352D8","A5F0E449E3044BA51143C7DA0FECDACFBCC6BD1912821B62908D3547DAF4FC30","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
"8","mbp_center_buy250","later_2019_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","A5C5C18F5F2EB6E0AEA76002629F3FAA141667B8BB56656BE5EEB8250F9AAEB0","9D768118BEBB44D92A0014BCD35A64C1B639933F7FD51BD6D4EB1C4BD026B898","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
"9","mbp_center_buy250","continuous_2015_2020","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","4B15B8AD780F5133857B98EA59C0AFB6F253AE70C590DE3786634B9C3D5B520C","A02414556ADBBA6E618C6EE60223695A8B354CE62A83557ABD30FCFF266B2346","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
"10","mbp_buy275","older_2015_2018","REPORT_FOUND","True","52A2C2942931518EB28A8CB1BF1DD72D9C4BF07E6AC18F3C577D4971153A3923","404C177BD968BFBE5EEC6B875DD324DD037F93F19622ED874490D353250F63B5","2BC12DC72B5F66210492CFE741C68D503CC71D4B091B9495AE7FB6059C1AA379","0BEB6103B826DA4C2AC1AE4894A1E542C524176247775DE43BA43BA8A63559F3","True","False","2026-07-20T04:35:46","2026-07-20T04:35:46"
