"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","BoxLookbackBars","MaximumBreakoutAgeBars","MinimumBoxRangeATR","MaximumBoxRangeATR","BreakRangeATR","ReclaimDepthRatio","BreakVolume","ReclaimVolume","MaximumADX","BoxOppositeTarget","TakeProfitR","StopRule"
"1","fbt_base","1","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_base.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\001_fbt_base_older_2015_2018_m1.ini","fbt_base_older_2015_2018_m1","profiles\fbt_base.set","8A1C9412A254A9500F9022BA48C2FE439E8A6483594D125F2DAFA0BAFFE60822","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"2","fbt_base","1","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_base.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\002_fbt_base_discovery_2019_2020_m1.ini","fbt_base_discovery_2019_2020_m1","profiles\fbt_base.set","8A1C9412A254A9500F9022BA48C2FE439E8A6483594D125F2DAFA0BAFFE60822","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"3","fbt_base","1","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_base.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\003_fbt_base_continuous_2015_2020_m1.ini","fbt_base_continuous_2015_2020_m1","profiles\fbt_base.set","8A1C9412A254A9500F9022BA48C2FE439E8A6483594D125F2DAFA0BAFFE60822","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"4","fbt_box8","2","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box8.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\004_fbt_box8_older_2015_2018_m1.ini","fbt_box8_older_2015_2018_m1","profiles\fbt_box8.set","536DA8C8B3DF6A68FD30A71F63827C6E3D53F3FF13C0A5406B5E3A84466FD2DC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","8","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"5","fbt_box8","2","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box8.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\005_fbt_box8_discovery_2019_2020_m1.ini","fbt_box8_discovery_2019_2020_m1","profiles\fbt_box8.set","536DA8C8B3DF6A68FD30A71F63827C6E3D53F3FF13C0A5406B5E3A84466FD2DC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","8","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"6","fbt_box8","2","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box8.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\006_fbt_box8_continuous_2015_2020_m1.ini","fbt_box8_continuous_2015_2020_m1","profiles\fbt_box8.set","536DA8C8B3DF6A68FD30A71F63827C6E3D53F3FF13C0A5406B5E3A84466FD2DC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","8","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"7","fbt_box16","3","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box16.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\007_fbt_box16_older_2015_2018_m1.ini","fbt_box16_older_2015_2018_m1","profiles\fbt_box16.set","8A2947B53B549B07C94B44896A0DBC40FEFFF43F89F431CD790620AF48908B53","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"8","fbt_box16","3","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box16.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\008_fbt_box16_discovery_2019_2020_m1.ini","fbt_box16_discovery_2019_2020_m1","profiles\fbt_box16.set","8A2947B53B549B07C94B44896A0DBC40FEFFF43F89F431CD790620AF48908B53","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"9","fbt_box16","3","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box16.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\009_fbt_box16_continuous_2015_2020_m1.ini","fbt_box16_continuous_2015_2020_m1","profiles\fbt_box16.set","8A2947B53B549B07C94B44896A0DBC40FEFFF43F89F431CD790620AF48908B53","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"10","fbt_box_tight","4","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_tight.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\010_fbt_box_tight_older_2015_2018_m1.ini","fbt_box_tight_older_2015_2018_m1","profiles\fbt_box_tight.set","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.60","2.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"11","fbt_box_tight","4","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_tight.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_fbt_box_tight_discovery_2019_2020_m1.ini","fbt_box_tight_discovery_2019_2020_m1","profiles\fbt_box_tight.set","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.60","2.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"12","fbt_box_tight","4","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_tight.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_fbt_box_tight_continuous_2015_2020_m1.ini","fbt_box_tight_continuous_2015_2020_m1","profiles\fbt_box_tight.set","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.60","2.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"13","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_fbt_box_wide_older_2015_2018_m1.ini","fbt_box_wide_older_2015_2018_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","1.00","3.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"14","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_fbt_box_wide_discovery_2019_2020_m1.ini","fbt_box_wide_discovery_2019_2020_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","1.00","3.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"15","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_fbt_box_wide_continuous_2015_2020_m1.ini","fbt_box_wide_continuous_2015_2020_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","1.00","3.00","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"16","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_fbt_age2_older_2015_2018_m1.ini","fbt_age2_older_2015_2018_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","2","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"17","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_fbt_age2_discovery_2019_2020_m1.ini","fbt_age2_discovery_2019_2020_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","2","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"18","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_fbt_age2_continuous_2015_2020_m1.ini","fbt_age2_continuous_2015_2020_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","2","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"19","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_fbt_age6_older_2015_2018_m1.ini","fbt_age6_older_2015_2018_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","6","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"20","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_fbt_age6_discovery_2019_2020_m1.ini","fbt_age6_discovery_2019_2020_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","6","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"21","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_fbt_age6_continuous_2015_2020_m1.ini","fbt_age6_continuous_2015_2020_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","6","0.80","2.50","0.45","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"22","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_fbt_reclaim10_older_2015_2018_m1.ini","fbt_reclaim10_older_2015_2018_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.10","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"23","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_fbt_reclaim10_discovery_2019_2020_m1.ini","fbt_reclaim10_discovery_2019_2020_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.10","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"24","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_fbt_reclaim10_continuous_2015_2020_m1.ini","fbt_reclaim10_continuous_2015_2020_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.10","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"25","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\025_fbt_reclaim25_older_2015_2018_m1.ini","fbt_reclaim25_older_2015_2018_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.25","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"26","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\026_fbt_reclaim25_discovery_2019_2020_m1.ini","fbt_reclaim25_discovery_2019_2020_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.25","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"27","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\027_fbt_reclaim25_continuous_2015_2020_m1.ini","fbt_reclaim25_continuous_2015_2020_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.45","0.25","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"28","fbt_break_strict","10","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_break_strict.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\028_fbt_break_strict_older_2015_2018_m1.ini","fbt_break_strict_older_2015_2018_m1","profiles\fbt_break_strict.set","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.65","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"29","fbt_break_strict","10","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_break_strict.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\029_fbt_break_strict_discovery_2019_2020_m1.ini","fbt_break_strict_discovery_2019_2020_m1","profiles\fbt_break_strict.set","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","12","4","0.80","2.50","0.65","0.15","false","false","26.0","true","1.50","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
