"QueueRank","Candidate","CandidateRank","SourceType","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","EnableVolumeClimax","EnableVolatilitySqueeze","VcrMinimumVolumeRatio","VcrExtremeLookbackBars","VcrRequireFreshExtreme","SqBreakoutLookbackBars","SqKeltnerATRMultiplier","SqSqueezeBars","TrendEMAPeriod","SessionEndHour","MaximumTradesPerDay","StopRule","Status","ReportPath","ReportSha256","ReportSourceIdentityPass","ReportDisposition","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"1","m15drp_center","1","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_center.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\001_m15drp_center_older_2015_2018_m1.ini","m15drp_center_older_2015_2018_m1","profiles\m15drp_center.set","B035ABE5C90DB74487C0A88E109E121E5E49DAC420E7217583D95E8E7890363C","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_center_older_2015_2018_m1.htm","782898253FFC5E387089AFD87D6E0ECAD810496188A0011A737DCC6AF4893FE9","True","FIRST_VALID_EXPORT","10000","1460","3.9973","176.39","10176.39","1.76","0.44","0.44","1.35","1.63","10.27","50","108","9","122.8","1.23","114.76","122.8","1.4364"
"2","m15drp_center","1","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_center.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\002_m15drp_center_discovery_2019_2020_m1.ini","m15drp_center_discovery_2019_2020_m1","profiles\m15drp_center.set","B035ABE5C90DB74487C0A88E109E121E5E49DAC420E7217583D95E8E7890363C","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_center_discovery_2019_2020_m1.htm","796DD088BF7C71EC849B6A4FD20B9389B93A4C0160514845F81FD5AFE202EFE9","True","FIRST_VALID_EXPORT","10000","730","1.9986","101.8","10101.8","1.02","0.51","0.51","1.28","1.32","8.18","48.05","77","4","75.83","0.75","65.4","75.83","1.3425"
"3","m15drp_center","1","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_center.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\003_m15drp_center_continuous_2015_2020_m1.ini","m15drp_center_continuous_2015_2020_m1","profiles\m15drp_center.set","B035ABE5C90DB74487C0A88E109E121E5E49DAC420E7217583D95E8E7890363C","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_center_continuous_2015_2020_m1.htm","ADCB53B061345D58927934F135114FBA0D0E8C045DC1ACB2829AADFBFFD6DE29","True","FIRST_VALID_EXPORT","10000","2191","5.9986","284.34","10284.34","2.84","0.47","0.47","1.33","1.54","9.53","49.19","185","9","122.8","1.23","114.76","122.8","2.3155"
"4","m15drp_sq_only","2","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_sq_only.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\004_m15drp_sq_only_older_2015_2018_m1.ini","m15drp_sq_only_older_2015_2018_m1","profiles\m15drp_sq_only.set","E19FA1E519B507CDB90A03803CE82705704507D13EFD927E54892410E3DE3CD9","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","false","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_sq_only_older_2015_2018_m1.htm","20B8555C3D8D68E31A57A0945E5B4072F811FB283491107A6118DCF4E1EF7AD6","True","FIRST_VALID_EXPORT","10000","1460","3.9973","127.23","10127.23","1.27","0.32","0.32","1.44","2.05","15.27","51.61","62","4","63.57","0.63","56.55","63.57","2.0014"
"5","m15drp_sq_only","2","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_sq_only.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\005_m15drp_sq_only_discovery_2019_2020_m1.ini","m15drp_sq_only_discovery_2019_2020_m1","profiles\m15drp_sq_only.set","E19FA1E519B507CDB90A03803CE82705704507D13EFD927E54892410E3DE3CD9","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","false","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_sq_only_discovery_2019_2020_m1.htm","5B8C42A3820280AB40B9BE32EA47927ECA748631887688CA5B57B4B816CD93C5","True","FIRST_VALID_EXPORT","10000","730","1.9986","71.37","10071.37","0.71","0.36","0.36","1.37","1.66","9.28","48.84","43","3","51.03","0.51","46.65","51.03","1.3986"
"6","m15drp_sq_only","2","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_sq_only.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\006_m15drp_sq_only_continuous_2015_2020_m1.ini","m15drp_sq_only_continuous_2015_2020_m1","profiles\m15drp_sq_only.set","E19FA1E519B507CDB90A03803CE82705704507D13EFD927E54892410E3DE3CD9","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","false","true","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_sq_only_continuous_2015_2020_m1.htm","E3FD7CCF5A1F208A89DB20ECE2DD53D3CF6B50FA6244A175F5059E4EF827198E","True","FIRST_VALID_EXPORT","10000","2191","5.9986","199.63","10199.63","2","0.33","0.33","1.41","1.9","12.32","50.48","105","4","63.57","0.63","56.55","63.57","3.1403"
"7","m15drp_vcr_only","3","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_vcr_only.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\007_m15drp_vcr_only_older_2015_2018_m1.ini","m15drp_vcr_only_older_2015_2018_m1","profiles\m15drp_vcr_only.set","BB07C2CA545BA76F730EF48367AD95C2EC646574B39628CE546DA51313B12E08","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","false","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_vcr_only_older_2015_2018_m1.htm","8838CBADAE9A5796693AEFA70CDF5D267838398B4A6BB31C8102D01C7765B392","True","FIRST_VALID_EXPORT","10000","1460","3.9973","73.23","10073.23","0.73","0.18","0.18","1.31","1.46","8.13","50","50","7","95.33","0.95","86.76","95.33","0.7682"
"8","m15drp_vcr_only","3","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_vcr_only.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\008_m15drp_vcr_only_discovery_2019_2020_m1.ini","m15drp_vcr_only_discovery_2019_2020_m1","profiles\m15drp_vcr_only.set","BB07C2CA545BA76F730EF48367AD95C2EC646574B39628CE546DA51313B12E08","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","false","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_vcr_only_discovery_2019_2020_m1.htm","E247DD1A1209B42FDD4720B31F015377FF27711685D1665C3AF4EF81BB16C2EA","True","FIRST_VALID_EXPORT","10000","730","1.9986","35.37","10035.37","0.35","0.18","0.18","1.22","1.04","7.34","47.06","34","4","56.58","0.56","51.4","56.58","0.6251"
"9","m15drp_vcr_only","3","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_vcr_only.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\009_m15drp_vcr_only_continuous_2015_2020_m1.ini","m15drp_vcr_only_continuous_2015_2020_m1","profiles\m15drp_vcr_only.set","BB07C2CA545BA76F730EF48367AD95C2EC646574B39628CE546DA51313B12E08","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","false","1.30","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_vcr_only_continuous_2015_2020_m1.htm","31F3C9449F9E042D583736619D239A8473520A0BCF619F22D3F1CF90CA86806F","True","FIRST_VALID_EXPORT","10000","2191","5.9986","107.17","10107.17","1.07","0.18","0.18","1.27","1.28","7.75","48.81","84","7","95.33","0.95","86.76","95.33","1.1242"
"10","m15drp_vcr140","4","independent_m15_dual_regime_portfolio","discovery_model1","m15drp_vcr140.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\010_m15drp_vcr140_older_2015_2018_m1.ini","m15drp_vcr140_older_2015_2018_m1","profiles\m15drp_vcr140.set","F895310B5EEDC2D7FC2B7618C52F1B0CF990A09DBCB05F9AE4441973279169AE","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","true","true","1.40","8","true","8","1.50","3","100","20","2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and at least two adjacent dual-engine profiles must pass before opening 2021-2026. Engine-only controls are diagnostic and cannot be promoted.","PARSED","outputs\independent_m15_dual_regime_portfolio_discovery_model1_package\reports_here\m15drp_vcr140_older_2015_2018_m1.htm","7C99594F93BCCE609B983231F8D128A40A777678549B87EC1BC7154F690334C4","True","FIRST_VALID_EXPORT","10000","1460","3.9973","203.65","10203.65","2.04","0.51","0.51","1.42","1.96","12.74","50.96","104","7","103.73","1.04","98.33","103.73","1.9633"
