"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"tlat_rc2_di11","broad","trade_ready_rc2","4","4","0","0","3607.04","456.32","1805.7","1.56","1.29","1.5","1.27","0","4","0","139.11","1.835","14.8275","44.32","8","True"
"tlat_rc2_di12_center","broad","trade_ready_rc2","4","4","0","0","3978.93","557.33","1994.62","1.72","1.39","1.66","1.37","0","4","0","139.11","1.915","14.4475","44.26","8","True"
