"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_range_elite","17","17","14072.1","6763.86","1107.93","214.3","2473.48","","0","0"
"may325","17","17","11426.24","960.46","4353.1","214.3","960.46","","-216.06","1"
"may350","17","17","8514.81","921.68","2634.07","214.3","921.68","","-232.68","1"
"mar110_may325","17","17","8021.28","-170.52","4654.42","230.19","-170.52","","-216.06","4"
"mar115_may325","17","17","6377.94","-182.69","3429.26","246.13","-182.69","","-216.06","4"
