EntryTime,Lane,Volume,EntryBalance,InitialRiskMoney,LaneRiskPercent,LaneCapPercent,OpenPositionsAfterEntry,PortfolioInitialRiskPercent,PortfolioCapPercent,LanePass,PortfolioPass,EntryComment
2015-01-05T18:00:00,reversion,0.09,10000.00,41.04,0.4104,0.45,1,0.4104,0.75,True,True,RRO;Band VWAP reversion;Upper
2015-01-08T06:00:00,momentum,0.02,9958.87,14.40,0.1446,0.15,1,0.1446,0.75,True,True,MTSM_SELL
2015-03-11T12:00:00,momentum,0.02,9952.67,13.26,0.1332,0.15,1,0.1332,0.75,True,True,MTSM_SELL
2015-05-13T15:00:00,momentum,0.02,9958.09,10.98,0.1103,0.15,1,0.1103,0.75,True,True,MTSM_BUY
2015-06-03T20:00:00,adaptive_trend,0.01,9980.09,14.18,0.1421,0.15,1,0.1421,0.75,True,True,ATB_H4_SELL
2015-06-04T16:00:00,momentum,0.02,9980.09,14.08,0.1411,0.15,2,0.2832,0.75,True,True,MTSM_SELL
2015-06-15T20:00:00,reversion,0.15,10009.29,40.95,0.4091,0.45,1,0.4091,0.75,True,True,RRO;Band VWAP reversion;Upper
2015-06-30T14:00:00,momentum,0.03,10113.30,13.56,0.1341,0.15,1,0.1341,0.75,True,True,MTSM_SELL
2015-06-30T16:00:00,adaptive_trend,0.01,10113.30,13.49,0.1334,0.15,2,0.2675,0.75,True,True,ATB_H4_SELL
2015-07-02T10:00:00,momentum,0.04,10102.62,12.68,0.1255,0.15,2,0.2590,0.75,True,True,MTSM_SELL
2015-07-06T11:00:00,momentum,0.03,10127.10,14.25,0.1407,0.15,1,0.1407,0.75,True,True,MTSM_SELL
2015-07-07T16:00:00,adaptive_trend,0.01,10118.04,13.33,0.1317,0.15,1,0.1317,0.75,True,True,ATB_H4_SELL
2015-07-22T15:00:00,momentum,0.01,10144.13,8.28,0.0816,0.15,1,0.0816,0.75,True,True,MTSM_SELL
2015-07-31T10:00:00,momentum,0.03,10136.94,14.55,0.1435,0.15,1,0.1435,0.75,True,True,MTSM_SELL
2015-09-03T13:00:00,momentum,0.03,10122.33,12.00,0.1185,0.15,1,0.1185,0.75,True,True,MTSM_SELL
2015-10-02T10:00:00,momentum,0.05,10146.36,15.00,0.1478,0.15,1,0.1478,0.75,True,True,MTSM_SELL
2015-10-28T08:00:00,adaptive_trend,0.01,10147.81,10.90,0.1074,0.15,1,0.1074,0.75,True,True,ATB_H4_BUY
2015-11-05T18:00:00,reversion,0.13,10148.43,44.07,0.4343,0.45,1,0.4343,0.75,True,True,RRO;Band VWAP reversion;Lower
2015-11-11T17:00:00,momentum,0.03,10104.23,12.99,0.1286,0.15,1,0.1286,0.75,True,True,MTSM_SELL
2015-11-20T13:00:00,reversion,0.1,10096.65,26.10,0.2585,0.45,1,0.2585,0.75,True,True,RRO;Band VWAP reversion;Upper
2015-11-25T16:00:00,momentum,0.03,10192.75,15.09,0.1480,0.15,1,0.1480,0.75,True,True,MTSM_SELL
2015-12-07T16:00:00,momentum,0.03,10187.09,12.72,0.1249,0.15,1,0.1249,0.75,True,True,MTSM_SELL
2015-12-11T04:00:00,adaptive_trend,0.01,10212.66,11.28,0.1105,0.15,1,0.1105,0.75,True,True,ATB_H4_SELL
2015-12-17T16:00:00,momentum,0.01,10201.37,9.35,0.0917,0.15,1,0.0917,0.75,True,True,MTSM_SELL
2015-12-23T11:00:00,momentum,0.03,10207.83,13.41,0.1314,0.15,1,0.1314,0.75,True,True,MTSM_SELL
2015-12-28T18:00:00,momentum,0.05,10208.38,14.80,0.1450,0.15,1,0.1450,0.75,True,True,MTSM_SELL
2016-01-11T03:00:00,reversion,0.1,10195.25,24.70,0.2423,0.45,1,0.2423,0.75,True,True,RRO;Band VWAP reversion;Upper
2016-01-13T10:00:00,momentum,0.04,10248.05,14.60,0.1425,0.15,1,0.1425,0.75,True,True,MTSM_SELL
2016-01-25T10:00:00,momentum,0.03,10233.45,14.97,0.1463,0.15,1,0.1463,0.75,True,True,MTSM_BUY
2016-01-26T09:00:00,momentum,0.02,10263.04,12.12,0.1181,0.15,1,0.1181,0.75,True,True,MTSM_BUY
2016-01-28T01:05:00,reversion,0.15,10256.26,43.35,0.4227,0.45,1,0.4227,0.75,True,True,RRO;Band VWAP reversion;Upper
2016-02-01T10:00:00,momentum,0.05,10387.06,14.45,0.1391,0.15,1,0.1391,0.75,True,True,MTSM_BUY
