"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","xmrv_base","discovery_model1","Independent M15 XAG relative-value discovery Model1","older_2015_2017","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\001_xmrv_base_older_2015_2017_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\001_xmrv_base_older_2015_2017_m1.ini","xmrv_base_older_2015_2017_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_base_older_2015_2017_m1","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"2","xmrv_base","discovery_model1","Independent M15 XAG relative-value discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\002_xmrv_base_discovery_2018_2020_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\002_xmrv_base_discovery_2018_2020_m1.ini","xmrv_base_discovery_2018_2020_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_base_discovery_2018_2020_m1","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"3","xmrv_move8","discovery_model1","Independent M15 XAG relative-value discovery Model1","older_2015_2017","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\003_xmrv_move8_older_2015_2017_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\003_xmrv_move8_older_2015_2017_m1.ini","xmrv_move8_older_2015_2017_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move8_older_2015_2017_m1","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"4","xmrv_move8","discovery_model1","Independent M15 XAG relative-value discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\004_xmrv_move8_discovery_2018_2020_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\004_xmrv_move8_discovery_2018_2020_m1.ini","xmrv_move8_discovery_2018_2020_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move8_discovery_2018_2020_m1","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"5","xmrv_move12","discovery_model1","Independent M15 XAG relative-value discovery Model1","older_2015_2017","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\005_xmrv_move12_older_2015_2017_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\005_xmrv_move12_older_2015_2017_m1.ini","xmrv_move12_older_2015_2017_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move12_older_2015_2017_m1","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"6","xmrv_move12","discovery_model1","Independent M15 XAG relative-value discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\006_xmrv_move12_discovery_2018_2020_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\006_xmrv_move12_discovery_2018_2020_m1.ini","xmrv_move12_discovery_2018_2020_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move12_discovery_2018_2020_m1","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"7","xmrv_move24","discovery_model1","Independent M15 XAG relative-value discovery Model1","older_2015_2017","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\007_xmrv_move24_older_2015_2017_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\007_xmrv_move24_older_2015_2017_m1.ini","xmrv_move24_older_2015_2017_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move24_older_2015_2017_m1","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"8","xmrv_move24","discovery_model1","Independent M15 XAG relative-value discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\008_xmrv_move24_discovery_2018_2020_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\008_xmrv_move24_discovery_2018_2020_m1.ini","xmrv_move24_discovery_2018_2020_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move24_discovery_2018_2020_m1","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"9","xmrv_move32","discovery_model1","Independent M15 XAG relative-value discovery Model1","older_2015_2017","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\009_xmrv_move32_older_2015_2017_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\009_xmrv_move32_older_2015_2017_m1.ini","xmrv_move32_older_2015_2017_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move32_older_2015_2017_m1","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"10","xmrv_move32","discovery_model1","Independent M15 XAG relative-value discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\010_xmrv_move32_discovery_2018_2020_m1.ini","outputs\independent_m15_xag_relative_value_discovery_model1_package\configs\010_xmrv_move32_discovery_2018_2020_m1.ini","xmrv_move32_discovery_2018_2020_m1","outputs\independent_m15_xag_relative_value_discovery_model1_package\reports_here\xmrv_move32_discovery_2018_2020_m1","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
