"Candidate","SourceType","Phase","Expected","ParsedReports","ParsedLogs","ParsedTotal","Missing","Unparsed","TotalNetProfit","WorstNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","WorstDrawdownPercent","MinProfitFactor","TotalTrades"
"h4ct_trail_40_20_l20_a25","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","532.97","107.79","0.5","0.27","0.5","0.27","0.89","1.39","202"
"h4ct_trail_40_20_l20_a30","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","515.47","90.71","0.49","0.23","0.49","0.23","0.96","1.31","183"
"h4ct_trail_55_20_l10_a30","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","652.94","156.37","0.6","0.39","0.59","0.39","0.76","1.69","152"
"h4ct_trail_55_20_l20_a25","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","523.27","88.28","0.5","0.22","0.5","0.22","0.7","1.41","162"
"h4ct_trail_55_20_l20_a30","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","655.62","157.71","0.6","0.39","0.59","0.39","0.76","1.7","152"
"h4ct_trail_55_20_l20_a35","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","346.38","31.11","0.36","0.08","0.35","0.08","0.96","1.13","143"
"h4ct_trail_55_20_l30_a30","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","655.74","157.77","0.6","0.39","0.59","0.39","0.76","1.7","152"
"h4ct_trail_80_40_l20_a30","independent_h4_channel_trend","trail_discovery_model1","3","3","0","3","0","0","633.87","133.92","0.55","0.46","0.55","0.46","0.62","2.24","122"
