"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"13","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\013_re_dgf_late16_pure_2019_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\013_re_dgf_late16_pure_2019_full_m4.ini","re_risk_re_dgf_late16_pure_2019_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2019_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\014_re_dgf_late16_pure_2021_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\014_re_dgf_late16_pure_2021_full_m4.ini","re_risk_re_dgf_late16_pure_2021_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2021_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\015_re_dgf_late16_pure_2023_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\015_re_dgf_late16_pure_2023_full_m4.ini","re_risk_re_dgf_late16_pure_2023_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2023_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\016_re_dgf_late16_pure_2024_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\016_re_dgf_late16_pure_2024_full_m4.ini","re_risk_re_dgf_late16_pure_2024_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2024_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\017_re_dgf_late16_pure_2025_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\017_re_dgf_late16_pure_2025_full_m4.ini","re_risk_re_dgf_late16_pure_2025_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2025_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_dgf_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_late_dgf_model4_package\configs\018_re_dgf_late16_pure_2026_ytd_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\018_re_dgf_late16_pure_2026_ytd_m4.ini","re_risk_re_dgf_late16_pure_2026ytd_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late16_pure_2026ytd_m4","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\019_re_dgf_late15_pure_2019_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\019_re_dgf_late15_pure_2019_full_m4.ini","re_risk_re_dgf_late15_pure_2019_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2019_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\020_re_dgf_late15_pure_2021_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\020_re_dgf_late15_pure_2021_full_m4.ini","re_risk_re_dgf_late15_pure_2021_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2021_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\021_re_dgf_late15_pure_2023_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\021_re_dgf_late15_pure_2023_full_m4.ini","re_risk_re_dgf_late15_pure_2023_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2023_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\022_re_dgf_late15_pure_2024_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\022_re_dgf_late15_pure_2024_full_m4.ini","re_risk_re_dgf_late15_pure_2024_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2024_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\023_re_dgf_late15_pure_2025_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\023_re_dgf_late15_pure_2025_full_m4.ini","re_risk_re_dgf_late15_pure_2025_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2025_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_dgf_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_late_dgf_model4_package\configs\024_re_dgf_late15_pure_2026_ytd_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\024_re_dgf_late15_pure_2026_ytd_m4.ini","re_risk_re_dgf_late15_pure_2026ytd_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_dgf_late15_pure_2026ytd_m4","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"25","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\025_re_may140_late16_pure_2019_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\025_re_may140_late16_pure_2019_full_m4.ini","re_risk_re_may140_late16_pure_2019_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2019_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"26","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\026_re_may140_late16_pure_2021_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\026_re_may140_late16_pure_2021_full_m4.ini","re_risk_re_may140_late16_pure_2021_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2021_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"27","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_late_dgf_model4_package\configs\027_re_may140_late16_pure_2023_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\027_re_may140_late16_pure_2023_full_m4.ini","re_risk_re_may140_late16_pure_2023_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2023_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"28","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\028_re_may140_late16_pure_2024_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\028_re_may140_late16_pure_2024_full_m4.ini","re_risk_re_may140_late16_pure_2024_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2024_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"29","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_late_dgf_model4_package\configs\029_re_may140_late16_pure_2025_full_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\029_re_may140_late16_pure_2025_full_m4.ini","re_risk_re_may140_late16_pure_2025_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2025_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"30","re_may140_late16_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_late_dgf_model4_package\configs\030_re_may140_late16_pure_2026_ytd_m4.ini","outputs\range_elite_late_dgf_model4_package\configs\030_re_may140_late16_pure_2026_ytd_m4.ini","re_risk_re_may140_late16_pure_2026ytd_m4","outputs\range_elite_late_dgf_model4_package\reports_here\re_risk_re_may140_late16_pure_2026ytd_m4","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
