Status,TelemetryRows,MatchedMomentumTrades,TotalPre2023MomentumTrades,ValidationFolds,CenterGate,LowerNeighborGate,UpperNeighborGate,EAImplementationPermitted,RecentHoldoutOpened,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,TelemetrySha256,TradeLedgerSha256
REJECTED_OFFLINE,246,246,249,3,False,True,False,False,False,False,False,False,False,EA2A0DB1C38E890291785BB0B474B80586D71352C32EA7C55E7A11D1B698365C,D784E3F4289E989DDA2E6C686C80A20086825A6586355AFA8556021486373E69
