"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","AllDisjointErasPositive","CenterEraRetentionGate","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterTradeCountGate","CenterBehaviorChanged","LowerRungsPassed","LowerRungsRequired","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","CenterMaxDrawdownPercent","BestEnabledCandidate","BestEnabledNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","18","18","1","True","True","True","True","False","False","False","True","0","3","False","False","False","False","False","1353.74","1524.39","1.3","mbr_center_buy020","1524.39","872028C76FDD4183E6266BB0E48125BB6B0F48EA3E77B9663B92A7F68B9ACD04","0093251D7E6D9EAFBAC1B8B056DBB876CC1C63D462F93BDE5FCDE98BC9162642","DFF64057A4A8B9969198F3CE517E07E53FCF3A16CE4CFCB198FB79BA772CA53F"
