"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"18","ods2_buffer02","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\012_ods2_buffer02_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\012_ods2_buffer02_continuous_2015_2020_m1.ini","ods2_buffer02_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_buffer02_continuous_2015_2020_m1","29EFF4AAF2329E4FD427B2CB995B5569F112BC1CFFD3BF6C12FD30C5B31AB651","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"19","ods2_buffer08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\013_ods2_buffer08_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\013_ods2_buffer08_older_2015_2018_m1.ini","ods2_buffer08_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_buffer08_older_2015_2018_m1","4A52D6AB8248BC1D286EA3E9D01B317BE958CE7FEF52951059A3680BF93E47EA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"21","ods2_buffer08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\014_ods2_buffer08_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\014_ods2_buffer08_discovery_2019_2020_m1.ini","ods2_buffer08_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_buffer08_discovery_2019_2020_m1","4A52D6AB8248BC1D286EA3E9D01B317BE958CE7FEF52951059A3680BF93E47EA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"22","ods2_buffer08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\015_ods2_buffer08_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\015_ods2_buffer08_continuous_2015_2020_m1.ini","ods2_buffer08_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_buffer08_continuous_2015_2020_m1","4A52D6AB8248BC1D286EA3E9D01B317BE958CE7FEF52951059A3680BF93E47EA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"24","ods2_minstop03","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\016_ods2_minstop03_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\016_ods2_minstop03_older_2015_2018_m1.ini","ods2_minstop03_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop03_older_2015_2018_m1","8B3BBA628D29FC9B172DCAB348A656495349476F70B1A25CF3DD98CBB02FC9D1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"25","ods2_minstop03","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\017_ods2_minstop03_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\017_ods2_minstop03_discovery_2019_2020_m1.ini","ods2_minstop03_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop03_discovery_2019_2020_m1","8B3BBA628D29FC9B172DCAB348A656495349476F70B1A25CF3DD98CBB02FC9D1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"27","ods2_minstop03","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\018_ods2_minstop03_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\018_ods2_minstop03_continuous_2015_2020_m1.ini","ods2_minstop03_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop03_continuous_2015_2020_m1","8B3BBA628D29FC9B172DCAB348A656495349476F70B1A25CF3DD98CBB02FC9D1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"28","ods2_minstop08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\019_ods2_minstop08_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\019_ods2_minstop08_older_2015_2018_m1.ini","ods2_minstop08_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop08_older_2015_2018_m1","A0401C3BF0A6E5B9F5ADDE3A0C0B8DD329E31D2ECBF522B222BBD84A2EB13C14","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"30","ods2_minstop08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\020_ods2_minstop08_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\020_ods2_minstop08_discovery_2019_2020_m1.ini","ods2_minstop08_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop08_discovery_2019_2020_m1","A0401C3BF0A6E5B9F5ADDE3A0C0B8DD329E31D2ECBF522B222BBD84A2EB13C14","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"31","ods2_minstop08","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\021_ods2_minstop08_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\021_ods2_minstop08_continuous_2015_2020_m1.ini","ods2_minstop08_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop08_continuous_2015_2020_m1","A0401C3BF0A6E5B9F5ADDE3A0C0B8DD329E31D2ECBF522B222BBD84A2EB13C14","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"33","ods2_maxstop25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\022_ods2_maxstop25_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\022_ods2_maxstop25_older_2015_2018_m1.ini","ods2_maxstop25_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_older_2015_2018_m1","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"34","ods2_maxstop25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\023_ods2_maxstop25_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\023_ods2_maxstop25_discovery_2019_2020_m1.ini","ods2_maxstop25_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_discovery_2019_2020_m1","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"36","ods2_maxstop25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\024_ods2_maxstop25_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\024_ods2_maxstop25_continuous_2015_2020_m1.ini","ods2_maxstop25_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_continuous_2015_2020_m1","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"37","ods2_maxstop45","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\025_ods2_maxstop45_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\025_ods2_maxstop45_older_2015_2018_m1.ini","ods2_maxstop45_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_older_2015_2018_m1","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"39","ods2_maxstop45","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\026_ods2_maxstop45_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\026_ods2_maxstop45_discovery_2019_2020_m1.ini","ods2_maxstop45_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_discovery_2019_2020_m1","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"40","ods2_maxstop45","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\027_ods2_maxstop45_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\027_ods2_maxstop45_continuous_2015_2020_m1.ini","ods2_maxstop45_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_continuous_2015_2020_m1","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"42","ods2_signal25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\028_ods2_signal25_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\028_ods2_signal25_older_2015_2018_m1.ini","ods2_signal25_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_older_2015_2018_m1","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"43","ods2_signal25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\029_ods2_signal25_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\029_ods2_signal25_discovery_2019_2020_m1.ini","ods2_signal25_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_discovery_2019_2020_m1","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"45","ods2_signal25","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\030_ods2_signal25_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\030_ods2_signal25_continuous_2015_2020_m1.ini","ods2_signal25_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_continuous_2015_2020_m1","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"46","ods2_entry8","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\031_ods2_entry8_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\031_ods2_entry8_older_2015_2018_m1.ini","ods2_entry8_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_older_2015_2018_m1","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"48","ods2_entry8","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\032_ods2_entry8_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\032_ods2_entry8_discovery_2019_2020_m1.ini","ods2_entry8_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_discovery_2019_2020_m1","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"49","ods2_entry8","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\033_ods2_entry8_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\033_ods2_entry8_continuous_2015_2020_m1.ini","ods2_entry8_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_continuous_2015_2020_m1","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"51","ods2_tp125","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\034_ods2_tp125_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\034_ods2_tp125_older_2015_2018_m1.ini","ods2_tp125_older_2015_2018_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp125_older_2015_2018_m1","8EA443D73F173FC45260CCF0F1837D1065983E42DAD8AB5C17C91EDC0B1A0828","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"52","ods2_tp125","discovery_model1","Independent M15 overnight-drift structure-v2 discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\035_ods2_tp125_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\configs\035_ods2_tp125_discovery_2019_2020_m1.ini","ods2_tp125_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp125_discovery_2019_2020_m1","8EA443D73F173FC45260CCF0F1837D1065983E42DAD8AB5C17C91EDC0B1A0828","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
