"Status","NextAction","InfrastructureReady","SafeToLaunchNow","LaunchLocksPresent","ExplicitAuthorizationReady","RuntimeWorkersReady","RuntimeBuild","WaveRows","Model1History2019Ready","Model1History2022Ready","StagedSourceReady","SharedBinaryReady","CompilationNeeded","CurrentSourceIdentities","CurrentBinaryIdentities","ReportsPresent","ReportArtifactsPresent","Model4TickMonths2019PerWorker","Model4TickMonths2022PerWorker","Model4Ticks2022Ready","MQL5Launched","ForwardCandidateChanged","RealAccountApproved","SourceSha256","ProfileSha256","ManifestSha256"
"TERMINAL_REJECTION_NO_RERUN","REWRITE_ENTRY_OR_REGIME_LOGIC_THEN_RESTART_WAVE_01","False","False","True","False","2","5.0.0.5989","2","True","True","True","True","False","1","1","2","4","12,12","0,0","False","False","False","False","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","EB48BDE3D67F9D16BAD427AB5ACC25BC8DFF8D8F29839EB95ADE615F59668972"
