"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvpwa_control","older_2015_2018","REPORT_FOUND","2","1","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","62B245BEA961CCC15A834B281E3A22769EA970605B2D58FAC51287F880FDFB64","21D0060863BD5F51874208B1BC2364C6C5802B0AEE7A48A74EC1FC017E54D3A3","True","False","2026-07-19T21:59:22","2026-07-19T21:59:45"
"2","rvpwa_control","later_2019_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","13D2AB526BC1854CCCFA84D3ED79D47B8ED9055F5D79E48AF9772B07067E7ADA","ED16751783FB48204DE8084835D83493EA5C3BD0A608CA733A863944899DDDAD","True","False","2026-07-19T21:56:18","2026-07-19T21:56:44"
"3","rvpwa_control","continuous_2015_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","8A095116040AF5BC8F549CA6D2B26CA8FB9A8E1E34C919F349432ECE886D029C","30BD149E849C7B283078B2C209C19394B0F7229128DC9543E50FFF158C771EC2","True","False","2026-07-19T21:56:18","2026-07-19T21:56:53"
"4","rvpwa_trigger075","older_2015_2018","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","48F8F25302E557D991F949926B688D7A3C1FD1F325ACC121159E5C83DBE0E959","22E86FF525296996E0108470548C768C288BC53B8F39FE8C6E8C5A6EAA0D7212","True","False","2026-07-19T21:56:19","2026-07-19T21:56:52"
"5","rvpwa_trigger075","later_2019_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","BD1677E68455779267CF4CFB3707605743D32B26C79F03D0CC43941616AB1AF2","079814AF9A025F2AE4FF6CA5563C96D7A45E519874D5ECDA3360CDF518948A31","True","False","2026-07-19T21:56:49","2026-07-19T21:57:14"
"6","rvpwa_trigger075","continuous_2015_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","04B3471BE147F0216C1321760BD3B6C6A04655B11F38AE9AB32BD3B48BD3A62A","44402BD548E0903FC8618168BF353D0506ECC0931C023C27E6A33AB06E269E63","True","False","2026-07-19T21:56:44","2026-07-19T21:57:11"
"7","rvpwa_center","older_2015_2018","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","84E14614DE2CCD712FFB6BE390984ABD7E15035E5DA1A8077F6BB530C925AF70","BCCE944BF40163C1241396EE1D4DD9BFEF8A851057596424B39A338E0065567F","True","False","2026-07-19T21:56:53","2026-07-19T21:57:23"
"8","rvpwa_center","later_2019_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","F41DDE370EF427487AD47E4E74298FED7417E747A8B7A4EA43DFD2FD584D0B4C","A281D596315C14B879F9D6B63CC63F06D6AFDFAB7B4445689413D2AD7E11F92A","True","False","2026-07-19T21:56:52","2026-07-19T21:57:19"
"9","rvpwa_center","continuous_2015_2020","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","F141C1FDEA15D97DAD74E395B3F63E67DCF769FFFE041AC4095D49060159672C","CDBBE7DD7B76370A3ADEE4B69F0BD7965204BEBD2F9FB71E016B4C058FF3D4BC","True","False","2026-07-19T21:57:14","2026-07-19T21:57:43"
"10","rvpwa_trigger125","older_2015_2018","REPORT_FOUND","1","0","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","2D7B94CF588ED69E777B8E0C8F650F9D86E655B91AAFB1E65CEB1CC93E8531AB","3999FF9D90D6FA7EC0EACF989B51E433109C80B4641124E33074800D3EFBA1A6","True","False","2026-07-19T21:57:11","2026-07-19T21:57:35"
