"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointTen","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","16","16","17","1","True","True","True","False","True","True","True","True","True","True","True","False","False","False","False","2195.53","2321.32","2391.89","2321.32","15.8168","16.0734","16.562","16.0734","BD1E4035A144127BF8120B7A3C31F0A6585CC30CB508F4D353C45BD7E87ED563","1E0FC0682515FF0E8230E849462BD96B7CA1A5F4C2E8F16170641906E0CE1707","7CFFDC3F5DDB489D47EBC29DF60FA2203AB87CA50887E8693C266FAD4FBF737E"
