"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"aug_risk040","7","7","9651.96","5814.52","1107.93","214.3","2371.39","","0","0"
"aug_risk020","7","7","8937.94","5340.46","1107.93","214.3","2179.44","","0","0"
"aug_risk060","7","7","3704.55","1187.78","1107.93","214.3","1288.08","","-54.9","2"
