"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","Started","Finished"
"4","16","ars_volume105","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_volume105_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:48:24","2026-07-17T22:48:40"
"1","17","ars_volume105","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_volume105_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:48:41","2026-07-17T22:48:54"
"2","18","ars_volume105","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_volume105_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:48:42","2026-07-17T22:48:58"
"3","19","ars_adx24","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_adx24_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:48:46","2026-07-17T22:49:01"
"4","20","ars_adx24","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_adx24_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:48:40","2026-07-17T22:48:53"
"1","21","ars_adx24","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_adx24_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:48:54","2026-07-17T22:49:11"
"2","22","ars_rr20","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_rr20_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:48:58","2026-07-17T22:49:14"
"3","23","ars_rr20","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_rr20_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:49:01","2026-07-17T22:49:17"
"4","24","ars_rr20","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_rr20_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:48:53","2026-07-17T22:49:09"
"1","25","ars_midpoint","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_midpoint_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:49:11","2026-07-17T22:49:24"
"2","26","ars_midpoint","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_midpoint_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:49:14","2026-07-17T22:49:27"
"3","27","ars_midpoint","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_midpoint_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:49:17","2026-07-17T22:49:32"
"4","28","ars_entry10","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_entry10_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:49:09","2026-07-17T22:49:23"
"1","29","ars_entry10","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_entry10_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:49:24","2026-07-17T22:49:37"
"2","30","ars_entry10","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_entry10_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:49:27","2026-07-17T22:49:41"
