"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","Started","Finished"
"1","1","ars_center","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_center_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","True","2026-07-17T22:47:37","2026-07-17T22:47:56"
"2","2","ars_center","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_center_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:50:51","2026-07-17T22:51:04"
"3","3","ars_center","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_center_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","True","2026-07-17T22:47:37","2026-07-17T22:48:00"
"4","4","ars_sweep05","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep05_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:50:52","2026-07-17T22:51:06"
"1","5","ars_sweep05","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep05_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:47:56","2026-07-17T22:48:10"
"2","6","ars_sweep05","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep05_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:47:58","2026-07-17T22:48:14"
"3","7","ars_sweep15","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep15_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:48:00","2026-07-17T22:48:16"
"4","8","ars_sweep15","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep15_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:47:56","2026-07-17T22:48:10"
"1","9","ars_sweep15","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_sweep15_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:48:10","2026-07-17T22:48:25"
"2","10","ars_reclaim05","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_reclaim05_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:48:14","2026-07-17T22:48:29"
"3","11","ars_reclaim05","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_reclaim05_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:48:16","2026-07-17T22:48:31"
"4","12","ars_reclaim05","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_reclaim05_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","913B1485780EC7B44745653EFD0414B54D5C7DF44C16FB00DE484BCBF7A6293D","False","2026-07-17T22:48:10","2026-07-17T22:48:24"
"1","13","ars_wick15","older_2015_2018","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_wick15_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","E7D521A0BFA245B592E8E3817E98DF25C88062F29780D510026ABC12491E3E51","False","2026-07-17T22:48:25","2026-07-17T22:48:41"
"2","14","ars_wick15","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_wick15_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","87ABB4A02364372919C398F9AD53162382E75FCC171C3A6CBF0451D14C174CB0","False","2026-07-17T22:48:29","2026-07-17T22:48:42"
"3","15","ars_wick15","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_asian_range_sweep_discovery_model1_package\reports_here\ars_wick15_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","5A7056242324F9D7BD76E2BEB95810134FA60179EF05FBFAF2841B96D0471462","False","2026-07-17T22:48:31","2026-07-17T22:48:46"
