"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"dir_mo015_di08_strict","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1493.24","26.32","736.17","1.14","0.26","1.12","0.26","0","4","0","119.13","1.5625","5.37","43.34","6","True"
"dir_mo015_di10_center","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1443.94","-4.98","719.25","0.87","-0.05","0.85","-0.05","1","3","0","161.36","1.3725","3.6975","42.35","7","True"
"dir_mo015_di12_control","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1403.38","-100.47","814.7","0.53","-1.01","0.51","-1.01","2","2","0","313.42","1.26","2.0025","41.08","7","True"
"dir_mo020_di08_strict","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1854.83","29.13","939.03","1.36","0.29","1.33","0.29","0","4","0","155.08","1.4675","4.925","43.34","6","True"
"dir_mo020_di10_center","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1853.3","-2.17","954.8","1.11","-0.02","1.08","-0.02","1","3","0","192.55","1.3475","3.735","42.35","7","True"
"dir_mo020_di12_control","discovery_model1","rc2_di_repair_portfolio","4","4","0","0","1740.27","-82.98","936.3","0.74","-0.83","0.71","-0.83","2","2","0","341.46","1.2425","2.165","41.08","7","True"
