"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mfe_aug","9","9","10362.11","6633.61","1107.93","214.3","2406.27","","0","0"
"unlock_jan_apr_jun_breakout","9","9","2629.61","1309.62","34.68","71.27","1309.62","","-43.93","4"
"unlock_jan_apr_jun_r025","9","9","2629.61","1309.62","34.68","71.27","1309.62","","-43.93","4"
"unlock_jan_apr_jun_r050","9","9","2903.22","1198.87","552.05","84.15","1198.87","","-66.74","4"
"month_filter_off_r020","9","9","2251.35","1132.25","11.16","71.27","1132.25","","-43.93","4"
