EntryTime,Lane,Volume,EntryBalance,InitialRiskMoney,LaneRiskPercent,LaneCapPercent,OpenPositionsAfterEntry,PortfolioInitialRiskPercent,PortfolioCapPercent,LanePass,PortfolioPass,EntryComment
2015-01-05T18:00:00,reversion,0.1,10000.00,45.60,0.4560,0.56,1,0.4560,0.94,True,True,RRO;Band VWAP reversion;Upper
2015-01-08T06:00:00,momentum,0.02,9954.30,14.40,0.1447,0.19,1,0.1447,0.94,True,True,MTSM_SELL
2015-03-11T12:00:00,momentum,0.02,9948.10,13.26,0.1333,0.19,1,0.1333,0.94,True,True,MTSM_SELL
2015-05-13T15:00:00,momentum,0.03,9953.52,16.47,0.1655,0.19,1,0.1655,0.94,True,True,MTSM_BUY
2015-06-04T16:00:00,momentum,0.02,9986.52,14.08,0.1410,0.19,1,0.1410,0.94,True,True,MTSM_SELL
2015-06-15T20:00:00,reversion,0.1,10014.59,27.30,0.2726,0.56,1,0.2726,0.94,True,True,RRO;Band VWAP reversion;Upper
2015-06-30T14:00:00,momentum,0.04,10083.93,18.08,0.1793,0.19,1,0.1793,0.94,True,True,MTSM_SELL
2015-07-02T10:00:00,momentum,0.05,10069.69,15.85,0.1574,0.19,1,0.1574,0.94,True,True,MTSM_SELL
2015-07-06T11:00:00,momentum,0.03,10101.34,14.25,0.1411,0.19,1,0.1411,0.94,True,True,MTSM_SELL
2015-07-13T12:00:00,adaptive_trend,0.01,10092.28,11.16,0.1106,0.12,1,0.1106,0.94,True,True,ATB_H4_SELL
2015-07-22T15:00:00,momentum,0.02,10114.31,16.56,0.1637,0.19,1,0.1637,0.94,True,True,MTSM_SELL
2015-07-31T10:00:00,momentum,0.03,10099.93,14.55,0.1441,0.19,1,0.1441,0.94,True,True,MTSM_SELL
2015-09-03T13:00:00,momentum,0.04,10085.32,16.00,0.1586,0.19,1,0.1586,0.94,True,True,MTSM_SELL
2015-10-02T10:00:00,momentum,0.06,10117.36,18.00,0.1779,0.19,1,0.1779,0.94,True,True,MTSM_SELL
2015-10-28T08:00:00,adaptive_trend,0.01,10119.10,10.90,0.1077,0.12,1,0.1077,0.94,True,True,ATB_H4_BUY
2015-11-05T18:00:00,reversion,0.1,10119.72,33.90,0.3350,0.56,1,0.3350,0.94,True,True,RRO;Band VWAP reversion;Lower
2015-11-11T17:00:00,momentum,0.04,10085.72,17.32,0.1717,0.19,1,0.1717,0.94,True,True,MTSM_SELL
2015-11-20T13:00:00,reversion,0.1,10075.61,26.10,0.2590,0.56,1,0.2590,0.94,True,True,RRO;Band VWAP reversion;Upper
2015-11-25T16:00:00,momentum,0.03,10171.71,15.09,0.1484,0.19,1,0.1484,0.94,True,True,MTSM_SELL
2015-12-07T16:00:00,momentum,0.04,10166.05,16.96,0.1668,0.19,1,0.1668,0.94,True,True,MTSM_SELL
2015-12-11T04:00:00,adaptive_trend,0.01,10200.15,11.28,0.1106,0.12,1,0.1106,0.94,True,True,ATB_H4_SELL
2015-12-17T16:00:00,momentum,0.02,10188.86,18.70,0.1835,0.19,1,0.1835,0.94,True,True,MTSM_SELL
2015-12-23T11:00:00,momentum,0.04,10201.79,17.88,0.1753,0.19,1,0.1753,0.94,True,True,MTSM_SELL
2015-12-28T18:00:00,momentum,0.06,10202.52,17.76,0.1741,0.19,1,0.1741,0.94,True,True,MTSM_SELL
2016-01-11T03:00:00,reversion,0.1,10186.76,24.70,0.2425,0.56,1,0.2425,0.94,True,True,RRO;Band VWAP reversion;Upper
2016-01-13T10:00:00,momentum,0.05,10239.56,18.25,0.1782,0.19,1,0.1782,0.94,True,True,MTSM_SELL
2016-01-25T10:00:00,momentum,0.03,10221.31,14.97,0.1465,0.19,1,0.1465,0.94,True,True,MTSM_BUY
2016-01-26T09:00:00,momentum,0.03,10250.90,18.18,0.1774,0.19,1,0.1774,0.94,True,True,MTSM_BUY
2016-01-28T01:05:00,reversion,0.1,10240.73,28.90,0.2822,0.56,1,0.2822,0.94,True,True,RRO;Band VWAP reversion;Upper
2016-02-01T10:00:00,momentum,0.06,10327.93,17.34,0.1679,0.19,1,0.1679,0.94,True,True,MTSM_BUY
2016-02-04T12:00:00,momentum,0.03,10310.59,18.27,0.1772,0.19,1,0.1772,0.94,True,True,MTSM_BUY
2016-02-05T13:00:00,momentum,0.02,10346.78,12.96,0.1253,0.19,1,0.1253,0.94,True,True,MTSM_BUY
2016-03-03T15:00:00,momentum,0.03,10333.82,17.49,0.1693,0.19,1,0.1693,0.94,True,True,MTSM_BUY
2016-03-08T10:00:00,momentum,0.02,10369.25,18.08,0.1744,0.19,1,0.1744,0.94,True,True,MTSM_BUY
2016-04-05T11:00:00,momentum,0.03,10355.35,16.83,0.1625,0.19,1,0.1625,0.94,True,True,MTSM_BUY
2016-04-07T08:00:00,momentum,0.02,10357.30,13.32,0.1286,0.19,1,0.1286,0.94,True,True,MTSM_BUY
2016-04-27T10:00:00,momentum,0.03,10369.15,16.17,0.1559,0.19,1,0.1559,0.94,True,True,MTSM_BUY
2016-05-02T13:00:00,momentum,0.02,10352.89,18.42,0.1779,0.19,1,0.1779,0.94,True,True,MTSM_BUY
2016-05-11T09:00:00,momentum,0.02,10334.47,13.88,0.1343,0.19,1,0.1343,0.94,True,True,MTSM_BUY
2016-05-16T06:00:00,momentum,0.03,10332.93,19.08,0.1847,0.19,1,0.1847,0.94,True,True,MTSM_BUY
2016-06-08T10:00:00,momentum,0.04,10334.85,16.08,0.1556,0.19,1,0.1556,0.94,True,True,MTSM_BUY
2016-06-13T14:00:00,momentum,0.03,10367.33,18.63,0.1797,0.19,1,0.1797,0.94,True,True,MTSM_BUY
2016-06-29T06:00:00,momentum,0.02,10348.70,18.88,0.1824,0.19,1,0.1824,0.94,True,True,MTSM_BUY
2016-07-01T17:00:00,momentum,0.02,10342.18,17.64,0.1706,0.19,1,0.1706,0.94,True,True,MTSM_BUY
2016-07-27T16:00:00,momentum,0.03,10343.34,14.70,0.1421,0.19,1,0.1421,0.94,True,True,MTSM_BUY
2016-07-28T11:00:00,momentum,0.03,10372.71,19.05,0.1837,0.19,1,0.1837,0.94,True,True,MTSM_BUY
2016-08-10T16:00:00,momentum,0.03,10353.66,18.27,0.1765,0.19,1,0.1765,0.94,True,True,MTSM_BUY
2016-08-16T09:00:00,momentum,0.03,10335.36,15.06,0.1457,0.19,1,0.1457,0.94,True,True,MTSM_BUY
2016-08-26T13:00:00,momentum,0.06,10365.48,17.46,0.1684,0.19,1,0.1684,0.94,True,True,MTSM_BUY
2016-09-20T10:00:00,momentum,0.08,10400.52,18.16,0.1746,0.19,1,0.1746,0.94,True,True,MTSM_BUY
2016-09-21T15:00:00,momentum,0.03,10382.36,18.75,0.1806,0.19,1,0.1806,0.94,True,True,MTSM_BUY
2016-09-22T16:00:00,momentum,0.03,10403.34,17.07,0.1641,0.19,1,0.1641,0.94,True,True,MTSM_BUY
2016-09-30T11:00:00,momentum,0.03,10395.70,15.45,0.1486,0.19,1,0.1486,0.94,True,True,MTSM_BUY
2016-10-13T06:00:00,momentum,0.02,10380.19,13.50,0.1301,0.19,1,0.1301,0.94,True,True,MTSM_BUY
2016-10-18T10:00:00,momentum,0.04,10375.41,19.32,0.1862,0.19,1,0.1862,0.94,True,True,MTSM_BUY
2016-10-21T08:00:00,adaptive_trend,0.01,10363.01,12.66,0.1222,0.12,1,0.1222,0.94,True,True,ATB_H4_SELL
2016-11-02T07:00:00,momentum,0.03,10360.46,17.88,0.1726,0.19,1,0.1726,0.94,True,True,MTSM_BUY
2016-11-17T20:00:00,adaptive_trend,0.01,10396.22,11.89,0.1144,0.12,1,0.1144,0.94,True,True,ATB_H4_SELL
2016-12-12T11:00:00,momentum,0.02,10402.44,13.04,0.1254,0.19,1,0.1254,0.94,True,True,MTSM_SELL
2016-12-15T19:00:00,momentum,0.02,10389.40,18.64,0.1794,0.19,1,0.1794,0.94,True,True,MTSM_SELL
2016-12-20T07:00:00,momentum,0.04,10373.81,18.08,0.1743,0.19,1,0.1743,0.94,True,True,MTSM_SELL
2016-12-22T08:00:00,momentum,0.05,10409.97,17.30,0.1662,0.19,1,0.1662,0.94,True,True,MTSM_SELL
2017-01-25T06:00:00,momentum,0.04,10392.52,17.92,0.1724,0.19,1,0.1724,0.94,True,True,MTSM_SELL
2017-01-26T12:00:00,momentum,0.02,10428.32,13.68,0.1312,0.19,1,0.1312,0.94,True,True,MTSM_SELL
2017-02-08T16:00:00,reversion,0.1,10430.33,23.40,0.2243,0.56,1,0.2243,0.94,True,True,RRO;Band VWAP reversion;Upper
2017-02-10T10:00:00,momentum,0.04,10406.33,16.64,0.1599,0.19,1,0.1599,0.94,True,True,MTSM_SELL
2017-02-13T16:00:00,momentum,0.03,10389.69,18.06,0.1738,0.19,1,0.1738,0.94,True,True,MTSM_SELL
2017-02-16T15:00:00,reversion,0.1,10379.02,20.20,0.1946,0.56,1,0.1946,0.94,True,True,RRO;Band VWAP reversion;Upper
2017-02-17T15:00:00,reversion,0.1,10358.82,23.00,0.2220,0.56,1,0.2220,0.94,True,True,RRO;Band VWAP reversion;Upper
2017-03-01T15:00:00,momentum,0.03,10428.16,15.99,0.1533,0.19,1,0.1533,0.94,True,True,MTSM_SELL
2017-03-03T08:00:00,momentum,0.05,10413.49,19.30,0.1853,0.19,1,0.1853,0.94,True,True,MTSM_SELL
2017-03-07T12:00:00,momentum,0.06,10415.44,18.54,0.1780,0.19,1,0.1780,0.94,True,True,MTSM_SELL
2017-03-08T10:00:00,momentum,0.03,10452.58,14.76,0.1412,0.19,1,0.1412,0.94,True,True,MTSM_SELL
2017-03-10T07:00:00,momentum,0.06,10481.69,19.56,0.1866,0.19,1,0.1866,0.94,True,True,MTSM_SELL
2017-03-14T09:00:00,momentum,0.05,10462.01,17.50,0.1673,0.19,1,0.1673,0.94,True,True,MTSM_SELL
2017-03-15T01:05:00,adaptive_trend,0.01,10444.51,8.86,0.0848,0.12,1,0.0848,0.94,True,True,ATB_H4_SELL
2017-03-17T13:00:00,reversion,0.1,10435.58,17.30,0.1658,0.56,1,0.1658,0.94,True,True,RRO;Band VWAP reversion;Upper
2017-03-24T08:00:00,momentum,0.08,10418.08,17.60,0.1689,0.19,1,0.1689,0.94,True,True,MTSM_SELL
2017-03-28T10:00:00,momentum,0.05,10400.40,16.35,0.1572,0.19,1,0.1572,0.94,True,True,MTSM_SELL
2017-03-30T16:00:00,momentum,0.05,10384.05,18.85,0.1815,0.19,1,0.1815,0.94,True,True,MTSM_SELL
2017-04-03T22:00:00,reversion,0.1,10421.67,19.30,0.1852,0.56,1,0.1852,0.94,True,True,RRO;Band VWAP reversion;Upper
2017-05-02T16:00:00,momentum,0.05,10396.91,16.35,0.1573,0.19,1,0.1573,0.94,True,True,MTSM_SELL
2017-05-04T09:00:00,momentum,0.03,10380.56,18.12,0.1746,0.19,1,0.1746,0.94,True,True,MTSM_SELL
2017-05-17T13:00:00,momentum,0.03,10382.22,15.51,0.1494,0.19,1,0.1494,0.94,True,True,MTSM_BUY
2017-05-22T16:00:00,adaptive_trend,0.01,10413.24,11.96,0.1149,0.12,1,0.1149,0.94,True,True,ATB_H4_BUY
2017-05-26T12:00:00,adaptive_trend,0.01,10405.74,11.12,0.1069,0.12,1,0.1069,0.94,True,True,ATB_H4_BUY
2017-06-06T08:00:00,adaptive_trend,0.01,10403.36,7.54,0.0725,0.12,1,0.0725,0.94,True,True,ATB_H4_BUY
2017-06-14T06:00:00,momentum,0.05,10403.98,18.05,0.1735,0.19,1,0.1735,0.94,True,True,MTSM_BUY
2017-07-05T16:00:00,adaptive_trend,0.01,10391.23,11.11,0.1069,0.12,1,0.1069,0.94,True,True,ATB_H4_SELL
2017-07-21T15:00:00,momentum,0.07,10385.97,17.57,0.1692,0.19,1,0.1692,0.94,True,True,MTSM_BUY
2017-08-01T20:00:00,adaptive_trend,0.01,10421.25,10.80,0.1036,0.12,1,0.1036,0.94,True,True,ATB_H4_BUY
2017-08-01T21:00:00,reversion,0.1,10421.25,18.40,0.1766,0.56,2,0.2802,0.94,True,True,RRO;Band VWAP reversion;Upper
