Status,Trades,NetProfit,HardRiskAuditPass,ReversionLotCapPass,MaximumReversionLots,MaximumPortfolioInitialRiskPercent,MaximumOpenPositions,CostStressPass,OrderAwareMonteCarloPass,HistoricalPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,SourceSha256,ProfileSha256,BinarySha256,ReportSha256,LedgerSha256,RiskAuditSha256
STRESS_GATE_PASSED,400,2492.25,True,True,0.15,0.5869,3,True,True,False,False,False,B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E,ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C,D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123,470C44F1B2426768379BF70706CE164F25A572F6B92CFEEBE54F0B3A1513EDF4,6D880F634BD792281DAB72C5ACC6BF9F2C617888184881BD9AFA2D84DCEFAC40,64F0FE2815AD5DEBEA8C85ECA216C0FADA4CB6A4A5564725668D15C7C650EB08
