"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ProtectionBehaviorChanged","LowerNeighborBehaviorChanged","UpperNeighborBehaviorChanged","ContinuousNetAtLeastControlPlusFivePercent","StrongOnlyNetRetentionAtLeast97Percent","CagrGrowthAndRetentionGate","ProfitFactorAtLeastStrongOnly","DrawdownWithinFrozenLimits","RecoveryAtLeastStrongOnly","ReturnDrawdownAtLeastStrongOnly","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","StrongOnlyNetProfit","ObservedReferenceNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","StrongOnlyRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","24","24","27","3","True","False","True","True","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","2195.53","2391.89","2289.77","2005.83","2088.51","2007.78","15.8168","16.562","13.7678","14.1412","13.973","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","059C89204B5F443AC791BC49004BA5D393B1809968CE48967FF39C94BD737D61"
