2015.01.08 06:00:00	entry	XAUUSD	4	sell	0.02	1207.33	1214.53	0.00	daily momentum plus fresh H1 breakout;d1_pct=9.516157;breakout_atr=0.401475;body_ratio=0.728180;close_location=0.775561;range_atr=1.095180;channel_width_atr=2.559060;atr_pct=0.303260;tick_volume_ratio=0.688722;market_d1_adx=20.637165;market_h4_adx=22.711366;market_h1_adx=20.929936;d1_ema_gap_atr=1.738666;d1_price_gap_atr=1.292925;d1_ema_slope_atr=0.170074;d1_efficiency20=-0.034408;d1_range_position60=0.360660;h4_efficiency20=-0.411823;h1_efficiency20=0.185965;h1_compression5_20=0.702505;stop_atr=1.965356	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.01.08 15:00:00	exit	XAUUSD	5	close	0.02	1210.43	0.00	-6.20		tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.03.11 12:00:00	entry	XAUUSD	6	sell	0.02	1158.38	1165.01	0.00	daily momentum plus fresh H1 breakout;d1_pct=7.025716;breakout_atr=0.121296;body_ratio=0.553153;close_location=0.846847;range_atr=1.923410;channel_width_atr=4.040894;atr_pct=0.249085;tick_volume_ratio=1.224294;market_d1_adx=32.263591;market_h4_adx=25.494577;market_h1_adx=19.347148;d1_ema_gap_atr=1.081680;d1_price_gap_atr=4.354403;d1_ema_slope_atr=1.252570;d1_efficiency20=0.550481;d1_range_position60=0.956094;h4_efficiency20=0.472888;h1_efficiency20=0.221651;h1_compression5_20=0.884693;stop_atr=2.297193	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.03.12 01:05:00	exit	XAUUSD	7	close	0.02	1155.53	0.00	5.42		tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.05.13 15:00:00	entry	XAUUSD	8	buy	0.02	1197.21	1191.72	0.00	daily momentum plus fresh H1 breakout;d1_pct=2.696355;breakout_atr=0.223032;body_ratio=0.578616;close_location=0.651992;range_atr=2.045893;channel_width_atr=3.062406;atr_pct=0.194823;tick_volume_ratio=1.636309;market_d1_adx=17.168256;market_h4_adx=21.488883;market_h1_adx=15.798316;d1_ema_gap_atr=-1.382252;d1_price_gap_atr=-1.521935;d1_ema_slope_atr=-0.264231;d1_efficiency20=0.007492;d1_range_position60=0.625691;h4_efficiency20=0.251916;h1_efficiency20=0.276635;h1_compression5_20=1.143567;stop_atr=2.356058	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.05.13 16:39:30	exit	XAUUSD	9	close	0.02	1208.21	0.00	22.00	tp 1208.20	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.06.04 16:00:00	entry	XAUUSD	11	sell	0.02	1178.93	1185.97	0.00	daily momentum plus fresh H1 breakout;d1_pct=1.712224;breakout_atr=0.152434;body_ratio=0.514604;close_location=0.666203;range_atr=2.490906;channel_width_atr=4.136497;atr_pct=0.244841;tick_volume_ratio=2.574846;market_d1_adx=17.676509;market_h4_adx=42.025006;market_h1_adx=27.861581;d1_ema_gap_atr=1.397700;d1_price_gap_atr=2.414011;d1_ema_slope_atr=-0.050044;d1_efficiency20=0.061079;d1_range_position60=0.529602;h4_efficiency20=0.311171;h1_efficiency20=0.488372;h1_compression5_20=1.079868;stop_atr=2.438472	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.06.05 16:24:28	exit	XAUUSD	12	close	0.02	1164.85	0.00	28.07	tp 1164.85	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.06.30 14:00:00	entry	XAUUSD	16	sell	0.03	1173.14	1177.66	0.00	daily momentum plus fresh H1 breakout;d1_pct=0.761547;breakout_atr=0.276652;body_ratio=0.373938;close_location=0.450425;range_atr=1.683759;channel_width_atr=4.412115;atr_pct=0.178702;tick_volume_ratio=1.505809;market_d1_adx=26.269429;market_h4_adx=24.049828;market_h1_adx=34.057154;d1_ema_gap_atr=1.624556;d1_price_gap_atr=2.429647;d1_ema_slope_atr=0.711941;d1_efficiency20=0.091027;d1_range_position60=0.760167;h4_efficiency20=-0.016098;h1_efficiency20=0.145494;h1_compression5_20=1.152208;stop_atr=2.155807	tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
2015.06.30 19:00:00	exit	XAUUSD	18	close	0.03	1176.70	0.00	-10.68		tlp_mom_e20	87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2	three_lane_momentum_market_phase_telemetry_model4_full
