"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"rdmc_lane_isolation_rewrite_v2","","frozen_lane_isolation_rewrite","2","2","0","0","-22.32","-18.27","-4.05","-0.11","-0.18","-0.11","-0.18","2","0","0","42.2","0.55","-0.325","33.33","3","True"
