"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","m15vcr_center","discovery_model1","Independent M15 volume-climax reversal discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\001_m15vcr_center_older_2015_2018_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\001_m15vcr_center_older_2015_2018_m1.ini","m15vcr_center_older_2015_2018_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_center_older_2015_2018_m1","EFBEFF953593D59C26E44D2CE6ED1F0D3DB46D94721FF2D33D5BC9840DAEBD2D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"2","m15vcr_center","discovery_model1","Independent M15 volume-climax reversal discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\002_m15vcr_center_discovery_2019_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\002_m15vcr_center_discovery_2019_2020_m1.ini","m15vcr_center_discovery_2019_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_center_discovery_2019_2020_m1","EFBEFF953593D59C26E44D2CE6ED1F0D3DB46D94721FF2D33D5BC9840DAEBD2D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"3","m15vcr_center","discovery_model1","Independent M15 volume-climax reversal discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\003_m15vcr_center_continuous_2015_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\003_m15vcr_center_continuous_2015_2020_m1.ini","m15vcr_center_continuous_2015_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_center_continuous_2015_2020_m1","EFBEFF953593D59C26E44D2CE6ED1F0D3DB46D94721FF2D33D5BC9840DAEBD2D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"4","m15vcr_vol130","discovery_model1","Independent M15 volume-climax reversal discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\004_m15vcr_vol130_older_2015_2018_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\004_m15vcr_vol130_older_2015_2018_m1.ini","m15vcr_vol130_older_2015_2018_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol130_older_2015_2018_m1","BF73283773508E3CAD64C31B94F73B09D3A674BC2C4F815B0C7DA440519C2556","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"5","m15vcr_vol130","discovery_model1","Independent M15 volume-climax reversal discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\005_m15vcr_vol130_discovery_2019_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\005_m15vcr_vol130_discovery_2019_2020_m1.ini","m15vcr_vol130_discovery_2019_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol130_discovery_2019_2020_m1","BF73283773508E3CAD64C31B94F73B09D3A674BC2C4F815B0C7DA440519C2556","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"6","m15vcr_vol130","discovery_model1","Independent M15 volume-climax reversal discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\006_m15vcr_vol130_continuous_2015_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\006_m15vcr_vol130_continuous_2015_2020_m1.ini","m15vcr_vol130_continuous_2015_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol130_continuous_2015_2020_m1","BF73283773508E3CAD64C31B94F73B09D3A674BC2C4F815B0C7DA440519C2556","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"7","m15vcr_vol170","discovery_model1","Independent M15 volume-climax reversal discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\007_m15vcr_vol170_older_2015_2018_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\007_m15vcr_vol170_older_2015_2018_m1.ini","m15vcr_vol170_older_2015_2018_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol170_older_2015_2018_m1","C59224CCFACD9F5486CA57D7E8D9BAED0A56E1F215C31714424757B4555E2456","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"8","m15vcr_vol170","discovery_model1","Independent M15 volume-climax reversal discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\008_m15vcr_vol170_discovery_2019_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\008_m15vcr_vol170_discovery_2019_2020_m1.ini","m15vcr_vol170_discovery_2019_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol170_discovery_2019_2020_m1","C59224CCFACD9F5486CA57D7E8D9BAED0A56E1F215C31714424757B4555E2456","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"9","m15vcr_vol170","discovery_model1","Independent M15 volume-climax reversal discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\009_m15vcr_vol170_continuous_2015_2020_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\009_m15vcr_vol170_continuous_2015_2020_m1.ini","m15vcr_vol170_continuous_2015_2020_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_vol170_continuous_2015_2020_m1","C59224CCFACD9F5486CA57D7E8D9BAED0A56E1F215C31714424757B4555E2456","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
"10","m15vcr_range090","discovery_model1","Independent M15 volume-climax reversal discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\010_m15vcr_range090_older_2015_2018_m1.ini","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\configs\010_m15vcr_range090_older_2015_2018_m1.ini","m15vcr_range090_older_2015_2018_m1","outputs\independent_m15_volume_climax_reversal_discovery_model1_package\reports_here\m15vcr_range090_older_2015_2018_m1","B61422EB9E33896087C0C0E2518EE0D4EE3D7CA4C81AF841AA2CC9895A645425","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent volume/wick/VWAP/phase shape must pass before opening 2021-2026."
