"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"primary_aug20","7","7","8937.94","5340.46","1107.93","214.3","2179.44","","0","0"
"base_current_best","7","7","6889.82","4061.66","1107.93","214.3","1505.93","","0","0"
