"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"tlat_rc2_growth_100","growth","trade_ready_rc2","4","4","0","0","4100.19","593.55","2052.08","1.78","1.54","1.7","1.51","0","4","0","137.73","1.9375","5.93","44.66","8","True"
"tlat_rc2_growth_125","growth","trade_ready_rc2","4","4","0","0","4717.45","675.1","2422.37","2.02","1.69","1.93","1.65","0","4","0","191.43","1.7975","5.2275","44.86","8","True"
"tlat_rc2_growth_150","growth","trade_ready_rc2","4","4","0","0","5634.28","766.35","2908.84","2.41","1.92","2.28","1.86","0","4","0","255.24","1.805","4.935","45.01","8","True"
"tlat_rc2_growth_200","growth","trade_ready_rc2","4","4","0","0","6838.4","741.4","3595.7","2.9","1.85","2.72","1.81","0","4","0","319.05","1.7075","4.1225","44.95","9","True"
