Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,IdentityRefusals,AllWindowsPositive,CenterBehaviorChanged,CenterNoWorseDisjointEras,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,PassingNeighbors,NeighborhoodGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,CenterNetProfit,CenterDelta,SourceSha256,BinarySha256,CenterProfileSha256,ManifestSha256
REJECTED_IN_DISCOVERY,15,15,16,1,True,True,False,False,False,False,False,True,0,False,False,False,False,False,False,1353.74,1365.75,12.01,6402A284BE2C4BDBEC2F44B8851650C64A6AEBAD87A35CF8CA2BD8A0275206D2,AB22F7E064642EC48DDEABC2309D7A99FC8EE36C274CB25167AD605B332EE936,3E93AE071B5229AD98B31AD8D367B823420DEE5032EC44213F0DF3A4344A297C,AF9AFBF24F2F60BCA7833E50850B438DF23B2C7431506744C1509825B5C1949C
