"Status","ControlNetProfit","ControlTotalTrades","ControlProfitFactor","ControlMaxDrawdownPercent","SqueezeTrades","SqueezeExitDeals","PartialEvents","SqueezeNetProfit","TrainingTrades","ValidationTrades","EventsSha256","ResultSha256","LedgerSha256","SourceSha256","BinarySha256","ReportSha256","AnalyzerSha256","ForwardCandidateChanged","RealAccountTradingAllowed"
"EXACT_CONTROL_REPRODUCTION_AND_LEDGER_PASS","1695.16","391","1.84","1.1","88","129","41","328.66","55","33","582EDBE4CBF398CB8108CCE7E11CA7C7FBFE64F2D1D68419AFC54C8D6A1A2F5E","7BD6BB00475FB4EFF999E1BE95D1E38BFBFC667262647322E650FBEF34F2149D","992D32AC8E7608CB24F337E4AB6275AADEA3580861A818EBDB2355A7E323CB84","C6B4BC66F661BB70CC51B92E320A87A5643745454C26791B09766F84DA9C94C4","EAC3F26DDCE7E7FC59CD02AFFE3F358397FCABF4F9D402F8F0B6D27B8EE3AA9C","798F149A67CFECD2BDC51220D0F03C1857710FFB4D8EC2F472D9BE3941898218","EDD9DC6CE723F111C9C888B321DF76405A0E581AF539C0DD04F566912E7558C8","False","False"
