"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","StrongSignalMinimumBodyRatio","StrongSignalRiskEnabled","StrongSignalRiskPercent","StrongSignalLotCapEnabled","StrongSignalMaximumPositionLots","ReversionRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"11","jsa_center_r065","4","center","joint_strong_allocation_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.250","true","0.650","true","0.15","0.45","0.75","jsa_center_r065_later_2019_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\011_jsa_center_r065_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\011_jsa_center_r065_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_center_r065_later_2019_2020_m1","4AB3EE2DF44D0127A458A00DC039C4AA154189571014402F14AE98092115871E","EE54CAC7D5A3169B136A5266E38A9354149DE6E7D184F36163711847E964647E","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"12","jsa_center_r065","4","center","joint_strong_allocation_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.250","true","0.650","true","0.15","0.45","0.75","jsa_center_r065_continuous_2015_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\012_jsa_center_r065_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\012_jsa_center_r065_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_center_r065_continuous_2015_2020_m1","98494A90F701769A5EF3B252EF6B23517894B24F929ED25C9FE7439906F4C773","EE54CAC7D5A3169B136A5266E38A9354149DE6E7D184F36163711847E964647E","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"13","jsa_r070","5","risk_upper_neighbor","joint_strong_allocation_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.250","true","0.700","true","0.15","0.45","0.75","jsa_r070_older_2015_2018_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\013_jsa_r070_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\013_jsa_r070_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_r070_older_2015_2018_m1","8B8D39096389927662A62748CAEC21AAE124888DCFF99104C8AF383C24759F21","16BB22F4E2837ED1B765FEEA0CC350C6420F96443E1688B6947074A5FCA2CAC4","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"14","jsa_r070","5","risk_upper_neighbor","joint_strong_allocation_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.250","true","0.700","true","0.15","0.45","0.75","jsa_r070_later_2019_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\014_jsa_r070_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\014_jsa_r070_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_r070_later_2019_2020_m1","2C89B19158F4B5CE05AE3C4F53281565D88743088AF003326299956E13E41641","16BB22F4E2837ED1B765FEEA0CC350C6420F96443E1688B6947074A5FCA2CAC4","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"15","jsa_r070","5","risk_upper_neighbor","joint_strong_allocation_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.250","true","0.700","true","0.15","0.45","0.75","jsa_r070_continuous_2015_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\015_jsa_r070_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\015_jsa_r070_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_r070_continuous_2015_2020_m1","809C13B9013D084817B01E6E055E8931DAEB135F545453BD9D72E4D1C80E8A3D","16BB22F4E2837ED1B765FEEA0CC350C6420F96443E1688B6947074A5FCA2CAC4","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"16","jsa_body0225","6","body_lower_neighbor","joint_strong_allocation_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.225","true","0.650","true","0.15","0.45","0.75","jsa_body0225_older_2015_2018_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\016_jsa_body0225_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\016_jsa_body0225_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0225_older_2015_2018_m1","4F8D70032F694ABD249818A9BDA58AE72890C8E98C6779388A53D8BA3D76BBF3","927116F0E2C00A47CE0AC91A9ABFCC0ACED170A5A131596E13BB78A859B090B3","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"17","jsa_body0225","6","body_lower_neighbor","joint_strong_allocation_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.225","true","0.650","true","0.15","0.45","0.75","jsa_body0225_later_2019_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\017_jsa_body0225_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\017_jsa_body0225_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0225_later_2019_2020_m1","5E1E5F038B98A6F19593D5229AD26D7F715123B0EA31DC57E26546ECC82BF074","927116F0E2C00A47CE0AC91A9ABFCC0ACED170A5A131596E13BB78A859B090B3","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"18","jsa_body0225","6","body_lower_neighbor","joint_strong_allocation_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.225","true","0.650","true","0.15","0.45","0.75","jsa_body0225_continuous_2015_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\018_jsa_body0225_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\018_jsa_body0225_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0225_continuous_2015_2020_m1","316CAFD03A839033154389DEF14E7C4D3BD5CBE34ABBF6D6953D79F73CCD3235","927116F0E2C00A47CE0AC91A9ABFCC0ACED170A5A131596E13BB78A859B090B3","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"19","jsa_body0275","7","body_upper_neighbor","joint_strong_allocation_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.275","true","0.650","true","0.15","0.45","0.75","jsa_body0275_older_2015_2018_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\019_jsa_body0275_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\019_jsa_body0275_older_2015_2018_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0275_older_2015_2018_m1","F67B0A219D58688B48AA0E1822FAE269CE93490B02C5B28161AF1D6418B50DD6","1E6E8AACC314DC3BC02C04404E9ACED7D1BD48385366FAE7FBC083215D7237CB","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"20","jsa_body0275","7","body_upper_neighbor","joint_strong_allocation_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.275","true","0.650","true","0.15","0.45","0.75","jsa_body0275_later_2019_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\020_jsa_body0275_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\020_jsa_body0275_later_2019_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0275_later_2019_2020_m1","8294CB42B7A6307B68530805237845333E728826E2DAABDADCE007362F9CD45C","1E6E8AACC314DC3BC02C04404E9ACED7D1BD48385366FAE7FBC083215D7237CB","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
"21","jsa_body0275","7","body_upper_neighbor","joint_strong_allocation_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.275","true","0.650","true","0.15","0.45","0.75","jsa_body0275_continuous_2015_2020_m1","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\021_jsa_body0275_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\configs\021_jsa_body0275_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_joint_strong_allocation_discovery_model1_package\reports_here\jsa_body0275_continuous_2015_2020_m1","F8E73DB935647DC7BD200AB851E4A62D29352A7999ED435F8EC449813870765F","1E6E8AACC314DC3BC02C04404E9ACED7D1BD48385366FAE7FBC083215D7237CB","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","Sealed pre-2021 joint-allocation discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +3%; CAGR >= control +0.05 point; PF/recovery/return-DD >= control; DD <=1.20% and <=control +0.08 point; trades >=control -2. Center must beat the risk-only reference in net and return/DD. At least 3 of 4 orthogonal risk/body neighbors pass both eras, >=1.5% net improvement, >=0.03 CAGR point, >=97% efficiency, DD <=1.24%, and changed behavior. No post-result rescue."
