"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","transferable_portfolio_rv045_mo015","1","combined_transferable_portfolio","1","fresh_start_model4","transferable_portfolio_rv045_mo015_fresh_start.set","fresh_2019","2019.01.01","2026.07.16","4","configs\001_transferable_portfolio_fresh_2019_m4.ini","transferable_portfolio_fresh_2019_m4","profiles\transferable_portfolio_rv045_mo015_fresh_start.set","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","Fresh-start transfer gate: net > 0, PF >= 1.25, DD <= 5%, trades >= 220, and no initialization/account-state lock.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\transferable_portfolio_fresh_2019_m4.htm","10000","2753","7.5373","776.17","10776.17","7.76","1.03","1","1.47","3.71","5.2","40.19","209","8","321.4","3.16","289.29","321.4","2.41","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","transferable_portfolio_rv045_mo015","1","combined_transferable_portfolio","1","fresh_start_model4","transferable_portfolio_rv045_mo015_fresh_start.set","fresh_2021","2021.01.01","2026.07.16","4","configs\002_transferable_portfolio_fresh_2021_m4.ini","transferable_portfolio_fresh_2021_m4","profiles\transferable_portfolio_rv045_mo015_fresh_start.set","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","Fresh-start transfer gate: net > 0, PF >= 1.3, DD <= 5%, trades >= 130, and no initialization/account-state lock.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\transferable_portfolio_fresh_2021_m4.htm","10000","2022","5.5359","854.52","10854.52","8.55","1.54","1.49","1.78","5.89","12.62","42.07","145","8","160.62","1.49","113.55","160.62","5.32","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","transferable_portfolio_rv045_mo015","1","combined_transferable_portfolio","1","fresh_start_model4","transferable_portfolio_rv045_mo015_fresh_start.set","fresh_2024","2024.01.01","2026.07.16","4","configs\003_transferable_portfolio_fresh_2024_m4.ini","transferable_portfolio_fresh_2024_m4","profiles\transferable_portfolio_rv045_mo015_fresh_start.set","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","Fresh-start transfer gate: net > 0, PF >= 1.2, DD <= 5%, trades >= 30, and no initialization/account-state lock.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\transferable_portfolio_fresh_2024_m4.htm","10000","927","2.538","353.89","10353.89","3.54","1.39","1.38","1.97","9.07","8.2","48.72","39","4","160.62","1.56","78.49","160.62","2.2","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
